journal_no,journal_accreditation,journal_url
1233,Asy-Syari'ah,https://journal.uinsgd.ac.id/index.php/asy-syariah
1234,Leksema : Jurnal Bahasa dan Sastra,http://ejournal.iainsurakarta.ac.id/index.php/leksema
1235,EKSAKTA: Jurnal Ilmu-Ilmu MIPA,http://jurnal.uii.ac.id/index.php/Eksakta
1236,Publik  (Jurnal Ilmu Administrasi),http://journal.umgo.ac.id/index.php/publik
1237,Mutiara Medika: Jurnal Kedokteran dan Kesehatan,http://journal.umy.ac.id/index.php/mm
1238,DENTINO,http://ppjp.unlam.ac.id/journal/index.php/dentino/index
1239,JPBM (Jurnal Pendidikan Bisnis dan Manajemen),http://journal2.um.ac.id/index.php/jpbm/
1240,Deiksis,https://journal.lppmunindra.ac.id/index.php/Deiksis/index
1241,Ilmu Gizi Indonesia,http://ilgi.respati.ac.id/index.php/ilgi2017/index
1242,ACTA DIURNAL Jurnal Ilmu Hukum Kenotariatan,http://jurnal.fh.unpad.ac.id/index.php/acta
1243,Journal of Chemical Process Engineering,https://jurnal.teknologiindustriumi.ac.id/index.php/JCPE
1244,The Indonesian Journal of Planning and Development,https://ejournal2.undip.ac.id/index.php/ijpd/index
1245,Journal of English Language Studies,http://jurnal.untirta.ac.id/index.php/JELS
1246,Jurnal Rekayasa Sipil,http://jrs.ft.unand.ac.id
1247,Science and Technology Indonesia,http://sciencetechindonesia.com/index.php/jsti
1248,"Canrea Journal: Food Technology, Nutritions, and Culinary Journal",http://agritech.unhas.ac.id/ojs/index.php/canrea/index
1249,Daya Matematis : Jurnal Inovasi Pendidikan Matematika,http://ojs.unm.ac.id/JDM
1250,Indonesian Journal of Guidance and Counseling: Theory and Application,https://journal.unnes.ac.id/sju/index.php/jbk/index
1251,Agrisocionomics: Jurnal Sosial Ekonomi dan Kebijakan Pertanian,https://ejournal2.undip.ac.id/index.php/agrisocionomics/
1252,Jurnal Studi Ilmu-ilmu Al-Qur'an dan Hadis,http://ejournal.uin-suka.ac.id/ushuluddin/alquran
1253,Jurnal Ilmu Kesehatan Masyarakat,http://ejournal.fkm.unsri.ac.id/index.php/jikm
1254,Mimbar Pendidikan: Jurnal Indonesia untuk Kajian Pendidikan,http://ejournal.upi.edu/index.php/mimbardik/
1255,Faletehan Health Journal,https://journal.lppm-stikesfa.ac.id/index.php/FHJ
1256,Matra Pembaruan: Jurnal Inovasi Kebijakan,http://jurnal.kemendagri.go.id/index.php/mp/
1257,METAMORFOSA Journal of Biological Sciences,http://jurnal.kemendagri.go.id/index.php/mp/
1258,Al Daulah : Jurnal Hukum Pidana dan Ketatanegaraan,http://journal.uin-alauddin.ac.id/index.php/al_daulah
1259,Dinamika Teknik Mesin : Jurnal Keilmuan dan Terapan Teknik Mesin,http://dinamika.unram.ac.id/index.php/Dinamika
1260,Media Farmasi,http://journal.uad.ac.id/index.php/Media-Farmasi/index
1261,Jurnal Bisnis dan Manajemen,http://jurnal.unmer.ac.id/index.php/jbm
1262,JURNAL AGRICA,http://ojs.uma.ac.id/index.php/agrica/index
1263,Jurnal Manajemen dan Bisnis Sriwijaya,https://ejournal.unsri.ac.id/index.php/jmbs/index
1264,STRADA Jurnal Ilmiah Kesehatan,https://sjik.org/index.php/sjik
1265,"Demandia : Jurnal Desain Komunikasi Visual, Manajemen Desain, dan Periklanan",http://journals.telkomuniversity.ac.id/demandia
1266,Edukasi: Jurnal Pendidikan,http://journal.ikippgriptk.ac.id/index.php/edukasi/index
1267,Jurnal Manajemen Bisnis,http://journal.umy.ac.id/index.php/mb
1268,Jurnal Administrasi Publik (Public Administration Journal),http://ojs.uma.ac.id/index.php/adminpublik
1269,IJNP (Indonesian Journal of Nursing Practices),http://journal.umy.ac.id/index.php/ijnp
1270,Al-Kimiya: Jurnal Ilmu kimia dan Terapan,https://journal.uinsgd.ac.id/index.php/ak
1271,Jurnal Pembelajaran Fisika,http://jurnal.fkip.unila.ac.id/index.php/JPF/index
1272,Anterior Jurnal,http://journal.umpalangkaraya.ac.id/index.php/anterior
1273,Jurnal Penelitian dan Pengembangan Pendidikan Luar Biasa,http://journal2.um.ac.id/index.php/jppplb/index
1274,Bricolage: Jurnal Magister Ilmu Komunikasi,https://journal.ubm.ac.id/index.php/bricolage
1275,Al-Tsaqafa : Jurnal Ilmiah Peradaban Islam,https://journal.uinsgd.ac.id/index.php/jat
1276,Arsitektura : Jurnal Ilmiah Arsitektur dan Lingkungan Binaan,https://jurnal.uns.ac.id/Arsitektura
1277,Biota: Biologi dan Pendidikan Biologi,https://biota.ac.id/index.php/jb
1278,Jurnal Ilmiah Pendidikan Pancasila dan Kewarganegaraan,http://journal2.um.ac.id/index.php/jppk/
1279,"Englisia : Journal of Language, Education, and Humanities",http://jurnal.ar-raniry.ac.id/index.php/englisia
1280,AL-ASASIYYA: Journal of Basic Education,http://journal.umpo.ac.id/index.php/al-asasiyya
1281,ELEMENTARY SCHOOL JOURNAL PGSD FIP UNIMED,http://jurnal.unimed.ac.id/2012/index.php/elementary/
1282,Faktor Exacta,http://journal.lppmunindra.ac.id/index.php/Faktor_Exacta
1283,Telematika,http://ejournal.amikompurwokerto.ac.id/index.php/telematika/
1284,Sainmatika:Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,http://www.univpgri-palembang.ac.id/e_jurnal/index.php/sainmatika
1285,Enviroscienteae : Jurnal Ilmiah Bidang Pengelolaan Sumberdaya Alam dan Lingkungan,http://ppjp.ulm.ac.id/journal/index.php/es
1286,Communications In Science And Technology,https://cst.kipmi.or.id/index.php/cst
1287,Nurani: Jurnal Kajian Syariah dan Masyarakat,http://jurnal.radenfatah.ac.id/index.php/Nurani
1288,JTT (Jurnal Teknologi Terapan),https://jurnal.polindra.ac.id/index.php/jtt
1289,Murobbi: Jurnal Ilmu Pendidikan,http://jurnal.iaibafa.ac.id/index.php/murobbi
1290,Window of Health : Jurnal Kesehatan,http://jurnal.fkmumi.ac.id/index.php/woh
1291,Jurnal Agrikultura,http://jurnal.unpad.ac.id/agrikultura/index
1292,Jurnal Akuntansi Trisakti,https://www.trijurnal.lemlit.trisakti.ac.id/jat
1293,Teras Jurnal : Jurnal Teknik Sipil,http://teras.unimal.ac.id/index.php/teras
1294,Gema Teologika : Jurnal Teologi Kontekstual dan Filsafat Keilahian,http://journal-theo.ukdw.ac.id/index.php/gemateologika
1295,Ethical Lingua: Journal of Language Teaching and Literature,http://journal.uncp.ac.id/index.php/ethicallingua
1296,Budapest International Research and Critics Institute (BIRCI-Journal) : Humanities and Social Sciences,http://bircu-journal.com/index.php/birci/index
1297,Majalah Ilmiah Teknologi Elektro,https://ojs.unud.ac.id/index.php/JTE
1298,Al-Tijary: Jurnal Ekonomi dan Bisnis Islam,http://journal.iain-samarinda.ac.id/index.php/altijary/issue/archive
1299,Tadbir : Jurnal Studi Manajemen Pendidikan,https://journal.staincurup.ac.id/index.php/JSMPI
1300,Arena Tekstil,http://ejournal.kemenperin.go.id/jiat
1301,Jurnal Ilmu Produksi dan Teknologi Hasil Peternakan,http://journal.ipb.ac.id/index.php/ipthp/index
1302,JURKAM: Jurnal Konseling Andi Matappa,http://journal.stkip-andi-matappa.ac.id/index.php/jurkam/index
1303,Tribakti: Jurnal Pemikiran Keislaman,https://ejournal.iai-tribakti.ac.id/index.php/tribakti/index
1304,Jurnal Fisika dan Aplikasinya ,http://iptek.its.ac.id/index.php/jfa
1305,Al-Istinbath : Jurnal Hukum Islam,http://journal.staincurup.ac.id/index.php/alistinbath
1306,Jurnal Ius Constituendum,http://journals.usm.ac.id/index.php/jic
1307,Journal of Industrial Engineering Management,https://jurnal.teknologiindustriumi.ac.id/index.php/JIEM/index
1308,Scripta Biologica,http://journal.bio.unsoed.ac.id/index.php/scribio/index
1309,JHECDs: Journal of Health Epidemiology and Communicable Diseases,http://ejournal.litbang.depkes.go.id/index.php/jhecds
1310,Jurnal Sain Peternakan Indonesia,https://ejournal.unib.ac.id/index.php/jspi
1311,Intizar,http://jurnal.radenfatah.ac.id/index.php/intizar
1312,Informatika Mulawarman: Jurnal Ilmiah Ilmu Komputer,http://e-journals.unmul.ac.id/index.php/JIM/index
1313,GEEJ (Getsempena English Education Journal),http://geej.stkipgetsempena.ac.id/
1314,Belitung Nursing Journal,http://belitungraya.org/BRP/index.php/bnj
1315,MUDARRISA: Jurnal Kajian Pendidikan Islam,http://mudarrisa.iainsalatiga.ac.id/index.php/mudarrisa/index
1316,Gelar : Jurnal Seni Budaya,https://jurnal.isi-ska.ac.id/index.php/gelar
1317,Jurnal Manajemen Transportasi & Logistik ,http://ejournal.stmt-trisakti.ac.id/index.php/jmtranslog
1318,Paradigma : Jurnal Kajian Budaya,http://paradigma.ui.ac.id/index.php/paradigma
1319,Jurnal Ilmiah Sains ,https://ejournal.unsrat.ac.id/index.php/JIS
1320,HABITAT,http://habitat.ub.ac.id/index.php/habitat/index
1321,Jurnal Teori dan Aplikasi Fisika,http://jurnal.fmipa.unila.ac.id/index.php/jtaf
1322,Jurnal Sosiologi Pendidikan Humanis,http://journal.um.ac.id/index.php/jsph
1323,Jurnal Biologi Papua,https://ejournal.uncen.ac.id/index.php/JBP/index
1324,Gadjah Mada Journal of Professional of Psychology (GamaJPP),https://jurnal.ugm.ac.id/gamajpp
1325,"Sejarah dan Budaya : Jurnal Sejarah, Budaya, dan Pengajarannya",http://journal.um.ac.id/index.php/sejarah-dan-budaya
1326,FITRAH: Jurnal Kajian Ilmu -ilmu Keislaman,http://jurnal.iain-padangsidimpuan.ac.id/index.php/F/
1327,JURNAL MERCATORIA,http://ojs.uma.ac.id/index.php/mercatoria
1328,Jurnal Diversita,http://ojs.uma.ac.id/index.php/diversita
1329,Jurnal Teknik Kimia dan Lingkungan,http://jtkl.polinema.ac.id/index.php/jtkl
1330,PUBLISIA: Jurnal Ilmu Administrasi Publik,http://jurnal.unmer.ac.id/index.php/jkpp/about/index
1331,Journal of Islamic World and Politics,http://journal.umy.ac.id/index.php/jiwp/issue/archive
1332,Jurnal Pemberdayaan Masyarakat: Media Pemikiran dan Dakwah Pembangunan,http://ejournal.uin-suka.ac.id/dakwah/JPMI
1333,Indonesian Contemporary Nursing Journal,http://journal.unhas.ac.id/index.php/icon/index
1334,Cakrawala Dini: Jurnal Pendidikan Anak Usia Dini,http://ejournal.upi.edu/index.php/cakrawaladini/index
1335,ISLAMUNA : Jurnal Studi Islam,http://ejournal.iainmadura.ac.id/index.php/islamuna/index
1336,EMARA Indonesian Journal of Architecture,http://jurnalsaintek.uinsby.ac.id/index.php/EIJA
1337,Research and Innovation in Language Learning,http://jurnal.unswagati.ac.id/index.php/RILL
1338,AL QUDS : Jurnal Studi Alquran dan Hadis,http://journal.staincurup.ac.id/index.php/alquds
1339,Jurnal Teknik Pertanian Lampung,http://jurnal.fp.unila.ac.id/index.php/JTP
1340,ACEH JOURNAL OF ANIMAL SCIENCE,http://www.jurnal.unsyiah.ac.id/AJAS
1341,Teosofia: Indonesian Journal of Islamic Mysticism,http://journal.walisongo.ac.id/index.php/teosofia
1342,Aristo,http://journal.umpo.ac.id/index.php/aristo/issue/archive
1343,Arabiyatuna : Jurnal Bahasa Arab,http://journal.staincurup.ac.id/index.php/arabiyatuna
1344,Media Trend: Berkala Kajian Ekonomi dan Studi Pembangunan,http://mediatrend.trunojoyo.ac.id/mediatrend
1345,JURNAL RISET DAN APLIKASI: AKUNTANSI DAN MANAJEMEN,http://jraam.polinema.ac.id/index.php/jraam1/index
1346,Jurnal Arsitektur ARCADE,http://jurnal.universitaskebangsaan.ac.id/index.php/arcade
1347,Gadjah Mada Journal of Psychology (GamaJoP),https://jurnal.ugm.ac.id/gamajop
1348,MABIS: Manajemen dan Bisnis,http://www.journalmabis.org/mabis
1349,Lentera Hukum,https://jurnal.unej.ac.id/index.php/eJLH/
1350,jurnal keperawatan,http://ejournal.umm.ac.id/index.php/keperawatan
1351,JP3I (Jurnal Pengukuran Psikologi dan Pendidikan Indonesia),http://journal.uinjkt.ac.id/index.php/jp3i
1352,NUANSA: Jurnal Penelitian Ilmu Sosial dan Keagamaan Islam,http://ejournal.stainpamekasan.ac.id/index.php/nuansa/index
1353,"BioLink (Jurnal Biologi Lingkungan, Industri, Kesehatan)",http://ojs.uma.ac.id/index.php/biolink
1354,Jurnal Ekonomi Kesehatan Indonesia,http://journal.fkm.ui.ac.id/jurnal-eki/
1355,Langkau Betang: Jurnal Arsitektur,http://jurnal.untan.ac.id/index.php/lb/index
1356,Jurnal Manajemen Motivasi,http://openjurnal.unmuhpnk.ac.id/index.php/jm_motivasi
1357,Wikrama Parahita : Jurnal Pengabdian Masyarakat,http://e-jurnal.lppmunsera.org/index.php/parahita/index
1358,Jurnal Transformative,https://transformative.ub.ac.id/index.php/jtr/index
1359,JISI UMJ : Jurnal Integrasi Sistem Industri UMJ,https://jurnal.umj.ac.id/index.php/jisi
1360,SPEKTRA: Jurnal Fisika dan Aplikasinya,http://journal.unj.ac.id/unj/index.php/spektra/index
1361,Jurnal Notariil,http://ejournal.warmadewa.ac.id/index.php/notariil/index
1362,Jurnal Sains Pemasaran Indonesia (Indonesian Journal of Marketing Science),https://ejournal.undip.ac.id/index.php/jspi
1363,BIOMEDIKA,http://journals.ums.ac.id/index.php/biomedika
1364,Rekayasa,http://journal.trunojoyo.ac.id/rekayasa
1365,Jurnal  Al- Bayan: Media Kajian dan Pengembangan Ilmu Dakwah,https://jurnal.ar-raniry.ac.id/index.php/bayan
1366,Syariah: Jurnal Hukum dan Pemikiran,http://jurnal.uin-antasari.ac.id/index.php/syariah
1367,SINTEK JURNAL: Jurnal Ilmiah Teknik Mesin,https://jurnal.umj.ac.id/index.php/sintek/index
1368,Jurnal Kelautan : Indonesian Journal of Marine Science and Technology,http://journal.trunojoyo.ac.id/jurnalkelautan
1369,Agastya: Jurnal Sejarah Dan Pembelajarannya,http://e-journal.unipma.ac.id/index.php/JA
1370,"Teknologi dan Kejuruan: Jurnal teknologi, Kejuruan dan Pengajarannya",http://journal.um.ac.id/index.php/teknologi-kejuruan
1371,JURNAL ILMIAH PETERNAKAN TERPADU,http://jurnal.fp.unila.ac.id/index.php/JIPT/index
1372,Journal of Applied Intelligent System,https://publikasi.dinus.ac.id/index.php/jais
1373,"Komposisi: Jurnal Pendidikan Bahasa, Sastra, dan Seni",http://ejournal.unp.ac.id/index.php/komposisi/index
1374,Jurnal Penelitian Kesejahteraan Sosial,https://ejournal.kemsos.go.id/index.php?journal=jpks
1375,Jurnal Mahkamah : Kajian Ilmu Hukum Dan Hukum Islam,https://journal.iaimnumetrolampung.ac.id/index.php/jm/index
1376,Jurnal Inovtek Polbeng Seri Informatika,http://ejournal.polbeng.ac.id/
1377,Jurnal Ekonomi dan Keuangan Islam,https://jurnal.uii.ac.id/JEKI/index
1378,INKLUSI: Journal of Disability Studies,http://ejournal.uin-suka.ac.id/pusat/inklusi/index
1379,Jurnal Farmasi Indonesia,http://ejurnal.setiabudi.ac.id/ojs/index.php/farmasi-indonesia
1380,Jurnal Konseling Gusjigang,http://jurnal.umk.ac.id/index.php/gusjigang
1381,Islamika Inside: Jurnal Keislaman dan Humaniora,http://islamikainside.iain-jember.ac.id/index.php/islamikainside
1382,Scientiae Educatia: Jurnal Pendidikan Sains,http://www.syekhnurjati.ac.id/jurnal/index.php/sceducatia
1383,Journal of Dedicators Community,https://ejournal.unisnu.ac.id/JDC
1384,Lingua Didaktika: Jurnal Bahasa dan Pembelajaran Bahasa,http://ejournal.unp.ac.id/index.php/linguadidaktika/index
1385,Journal Of Tropical Pharmacy And Chemistry,https://jtpc.farmasi.unmul.ac.id/index.php/jtpc/index
1386,Pharmacology and Clinical Pharmacy Research,http://jurnal.unpad.ac.id/pcpr/
1387,Arsir : Jurnal Arsitektur,http://jurnal.um-palembang.ac.id/arsir
1388,Jurnal Ekonomi Bisnis dan Kewirausahaan (JEBIK),http://jurnal.untan.ac.id/index.php/JJ/index
1389,Local Wisdom : Jurnal Ilmiah Kajian Kearifan Lokal,http://jurnal.unmer.ac.id/index.php/lw
1390,Jukung Jurnal Teknik Lingkungan,http://ppjp.ulm.ac.id/journal/index.php/jukung/index
1391,Jurnal Moral Kemasyarakatan,http://ejournal.unikama.ac.id/index.php/JMK/index
1392,Jurnal Farmasi Sains dan Praktis,http://journal.ummgl.ac.id/index.php/pharmacy/
1393,Komunikatif : Jurnal Ilmiah Komunikasi,http://journal.wima.ac.id/index.php/KOMUNIKATIF
1394,al Mahara : Jurnal Pendidikan Bahasa Arab,http://ejournal.uin-suka.ac.id/tarbiyah/almahara
1395,Journal of Moral and Civic Education,http://jmce.ppj.unp.ac.id/index.php/JMCE
1396,Al-Adyan: Jurnal Studi Lintas Agama,http://ejournal.radenintan.ac.id/index.php/alAdyan/index
1397,Jurnal Pembangunan Pendidikan: Fondasi dan Aplikasi,https://journal.uny.ac.id/index.php/jppfa
1398,Jurnal Inovasi Pendidikan Dasar,http://jipd.uhamka.ac.id/index.php/jipd/index
1399,Journal of Biology Education,http://journal.unnes.ac.id/sju/index.php/ujbe
1400,Jurnal Akuntansi,http://jurnal.unsil.ac.id/index.php/jak/index
1401,IjtimÄ`iyya: Journal of Muslim Society Research,http://ejournal.iainpurwokerto.ac.id/index.php/ijtimaiyya
1402,Agrimor: Jurnal Agribisnis Lahan Kering,http://savana-cendana.id/index.php/AG
1403,Jurnal KMP (Jurnal Komunikasi Pembangunan),https://journal.ipb.ac.id/index.php/jurnalkmp
1404,Esoterik : Jurnal Akhlak dan Tasawuf,http://journal.stainkudus.ac.id/index.php/esoterik
1405,BAREKENG : Jurnal Ilmu Matematika dan Terapan,https://ojs3.unpatti.ac.id/index.php/barekeng/
1406,Jurnal ILmiah Teknik Industri : Jurnal Keilmuan Teknik dan Manajemen Industri,https://journal.untar.ac.id/index.php/industri
1407,"JEMMME (Journal of Energy, Mechanical, Material, and Manufacturing Engineering)",http://ejournal.umm.ac.id/index.php/JEMMME/index
1408,Journal of Governance and Public Policy,http://journal.umy.ac.id/index.php/gpp
1409,Jurnal Penelitian Pertanian Terapan,http://www.jptonline.or.id/index.php/ojs-jpt
1410,Majalah Farmasi dan Farmakologi,http://journal.unhas.ac.id/index.php/mff/index
1411,Biotropika : Journal of Tropical Biology,https://biotropika.ub.ac.id/index.php/biotropika
1412,Populasi,https://jurnal.ugm.ac.id/populasi/
1413,Kelola : Jurnal Manajemen Pendidikan,http://ejournal.uksw.edu/kelola/index
1414,Riset Informasi Kesehatan,http://www.stikes-hi.ac.id/jurnal/index.php/rik
1415,Jurnal Agro Industri Perkebunan,http://jurnal.polinela.ac.id/index.php/AIP
1416,"Agriprima, Journal of Applied Agricultural Sciences",https://agriprima.polije.ac.id/index.php/journal
1417,RETORIKA: Jurnal Ilmu Bahasa,https://ejournal.warmadewa.ac.id/index.php/jret
1418,JNKI (Jurnal Ners dan Kebidanan Indonesia) (Indonesian Journal of Nursing and Midwifery),http://ejournal.almaata.ac.id/index.php/JNKI/index
1419,JIA (Jurnal Ilmiah Akuntansi),http://ejournal.undiksha.ac.id/index.php/JIA
1420,IJIHS (International Journal Of Integrated Health Sciences),http://journal.fk.unpad.ac.id/index.php/ijihs
1421,AGRISE ONLINE,http://agrise.ub.ac.id/
1422,Jurnal Visipena,http://visipena.stkipgetsempena.ac.id/
1423,Jurnal Magister Akuntansi Trisakti,https://www.trijurnal.lemlit.trisakti.ac.id/jmat
1424,Indonesian Journal of Computer Science,http://ijcs.stmikindonesia.ac.id/index.php/ijcs
1425,Jurnal Ilmu Ternak Universitas Padjadjaran (Journal of Animal Science Padjadjaran University),http://jurnal.unpad.ac.id/jurnalilmuternak
1426,Jurnal Hukum Prasada,http://ejournal.warmadewa.ac.id/index.php/prasada/
1427,RechtIdee,http://journal.trunojoyo.ac.id/rechtidee/index
1428,SAMARAH: Jurnal Hukum Keluarga dan Hukum Islam,https://jurnal.ar-raniry.ac.id/index.php/samarah
1429,Ecolab,http://ejournal.forda-mof.org/ejournal-litbang/
1430,Logic : Jurnal Rancang Bangun dan Teknologi,http://ojs.pnb.ac.id/index.php/LOGIC
1431,Jurnal Ilmu dan Teknologi Peternakan Tropis,http://ojs.uho.ac.id/index.php/peternakan-tropis/index
1432,Ecotrophic : Jurnal Ilmu Lingkungan (Journal of Environmental Science),https://ojs.unud.ac.id/index.php/ECOTROPHIC/index
1433,Economica: Jurnal Program Studi Pendidikan Ekonomi STKIP PGRI Sumatera Barat,http://ejournal.stkip-pgri-sumbar.ac.id/index.php/economica/index
1434,Jurnal Medika Veterinaria,http://jurnal.unsyiah.ac.id/JMV/index
1435,JURNAL PENELITIAN EKOSISTEM DIPTEROKARPA,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPED/
1436,Istinbath : Jurnal Hukum,http://e-journal.metrouniv.ac.id/index.php/istinbath
1437,Qanun Medika : Jurnal Kedokteran Fakultas Kedokteran Universitas Muhammadiyah Surabaya,http://journal.um-surabaya.ac.id/index.php/qanunmedika/index
1438,METAL : Jurnal Sistem Mekanik dan Termal,http://metal.ft.unand.ac.id/index.php/metal
1439,TURBO,http://ojs.ummetro.ac.id/index.php/turbo/index
1440,PERSPEKTIF,http://jurnal-perspektif.org/index.php/perspektif/index
1441,Teknologi Pangan: Media Informasi dan Komunikasi Ilmiah Teknologi Pertanian,https://jurnal.yudharta.ac.id/v2/index.php/Teknologi-Pangan
1442,Dunia Keperawatan : Jurnal Keperawatan dan Kesehatan,https://ppjp.ulm.ac.id/journal/index.php/JDK
1443,Kes Mas: Jurnal Fakultas Kesehatan Masyarakat,http://www.journal.uad.ac.id/index.php/KesMas
1444,Jurnal Kedokteran Syiah Kuala,http://www.jurnal.unsyiah.ac.id/JKS
1445,Journal of Architecture & Environment,http://iptek.its.ac.id/index.php/joae/index
