journal_no,journal_accreditation,journal_url
4055,Tapis : Jurnal Penelitian Ilmiah,https://e-journal.metrouniv.ac.id/index.php/tapis/index
4056,Educational Building: Jurnal Pendidikan Teknik Bangunan dan Sipil,http://jurnal.unimed.ac.id/2012/index.php/eb
4057,GANEC SWARA,http://journal.unmasmataram.ac.id/index.php/GARA/index
4058,Educatio,http://e-journal.hamzanwadi.ac.id/index.php/edc/index
4059,AL-ULUM: JURNAL SAINS DAN TEKNOLOGI,https://ojs.uniska-bjm.ac.id/index.php/JST/index
4060,JURNAL REFORMASI ADMINISTRASI : Jurnal Ilmiah untuk Mewujudkan Masyarakat Madani,http://ojs.stiami.ac.id/index.php/reformasi
4061,Akulturasi: Jurnal Ilmiah Agrobisnis Perikanan,https://ejournal.unsrat.ac.id/index.php/akulturasi
4062,Cakrawala : Jurnal Humaniora Bina Sarana Informatika,https://ejournal.bsi.ac.id/ejurnal/index.php/cakrawala
4063,Unnes Law Journal,http://journal.unnes.ac.id/sju/index.php/ulj
4064,Jurnal Metamorfosa ,http://metamorfosa.stkipgetsempena.ac.id/
4065,Jurnal Ilmu Budaya,http://journal.unhas.ac.id/index.php/jib
4066,Jurnal Formil (Forum Ilmiah) KESMAS RESPATI,http://formilkesmas.respati.ac.id/index.php/formil
4067,Forum Ilmu Sosial,http://journal.unnes.ac.id/nju/index.php/FIS
4068,Jurnal Ilmiah Flash,http://jurnal.pnk.ac.id/index.php/Flash
4069,PSIKOLOGIA (JURNAL PSIKOLOGI),http://ojs.umsida.ac.id/index.php/psikologia
4070,Jurnal Pembelajaran Biologi : Kajian Biologi dan Pembelajarannya,https://ejournal.unsri.ac.id/index.php/fpb
4071,Jurnal Online Insan Akuntan,http://ejournal-binainsani.ac.id/index.php/JIABI
4072,Jurnal Ilmiah Sosio-Ekonomika Bisnis,https://online-journal.unja.ac.id/index.php/jseb
4073,Widyagogik : Jurnal Pendidikan dan Pembelajaran Sekolah Dasar,http://journal.trunojoyo.ac.id/widyagogik/index
4074,AL IQTISHADIYAH JURNAL EKONOMI SYARIAH DAN HUKUM EKONOMI SYARIAH,https://ojs.uniska-bjm.ac.id/index.php/IQT/index
4075,Karya Ilmiah Mahasiswa Teknik Elektro,http://www.jurnal.unsyiah.ac.id/kitektro
4076,JURNAL CARE,http://e-journal.unipma.ac.id/index.php/JPAUD/index
4077,Criksetra: Jurnal Pendidikan Sejarah,https://ejournal.unsri.ac.id/index.php/criksetra
4078,JMP (Jurnal Managemen Pendidikan),https://journal.uny.ac.id/index.php/jmp
4079,Manhaj: Jurnal Penelitian dan Pengabdian Masyarakat,https://ejournal.iainbengkulu.ac.id/index.php/manhaj
4080,Jurnal Kesehatan Medika Saintika,https://syedzasaintika.ac.id/jurnal/index.php/medika
4081,Jurnal Informasi Kesehatan Indonesia (JIKI),http://ojs.poltekkes-malang.ac.id/index.php/JIKI
4082,Syahadah : Jurnal Ilmu Al-Qurâ€™an dan Keislaman,http://ejournal.fiaiunisi.ac.id/index.php/syahadah
4083,Riwayah : Jurnal Studi Hadis,http://journal.stainkudus.ac.id/index.php/riwayah/index
4084,Bioilmi: Jurnal Pendidikan,http://jurnal.radenfatah.ac.id/index.php/bioilmi
4085,Jurnal Pendidikan Islam,http://journal.uhamka.ac.id/index.php/jpi
4086,Elektum,https://jurnal.umj.ac.id/index.php/elektum/index
4087,Jurnal Ilmiah Pendidikan Profesi Guru,https://ejournal.undiksha.ac.id/index.php/JET/index
4088,SCHOULID : Indonesian Journal of School Counseling,https://jurnal.iicet.org/index.php/schoulid/issue/archive
4089,Jurnal Ilmiah Kesehatan,http://journal.thamrin.ac.id/index.php/jikmht
4090,Jurnal Poros Teknik,http://ejurnal.poliban.ac.id/index.php/porosteknik/issue/archive
4091,Cakrawala: Jurnal Litbang Kebijakan,http://cakrawalajournal.org/index.php/cakrawala/index
4092,Arty: Journal of Visual Arts,http://journal.unnes.ac.id/sju/index.php/arty
4093,Develop,https://ejournal.unitomo.ac.id/index.php/ep
4094,Jurnal Akuntansi Profesi,https://ejournal.undiksha.ac.id/index.php/JAP
4095,Jurnal Ilmiah MITSU (Media Informasi Teknik Sipil Universitas Wiraraja),https://www.ejournalwiraraja.com/index.php/FT/index
4096,"Jurnal JOEPALLT (Journal of English Pedagogy, Linguistics, Literature, and Teaching)",https://jurnal.unsur.ac.id/jeopallt
4097,Edu Komputika Journal,http://journal.unnes.ac.id/sju/index.php/edukom
4098,Jurnal Profesi Keguruan,http://journal.unnes.ac.id/nju/index.php/jpk/index
4099,'Anil Islam: Jurnal Kebudayaan dan Ilmu Keislaman,http://jurnal.instika.ac.id/index.php/AnilIslam
4100,Journal of Islamic Studies and Humanities,http://journal.walisongo.ac.id/index.php/JISH
4101,Akuntansi Bisnis dan Manajemen (ABM),http://journal.stie-mce.ac.id/index.php/jabm
4102,Jurnal Panorama Hukum,http://ejournal.unikama.ac.id/index.php/jph/issue/archive
4103,EINSTEIN (e-Journal),https://jurnal.unimed.ac.id/2012/index.php/einsten
4104,Jurnal Kesehatan Masyarakat,https://jurnal.stikeswirahusada.ac.id/jkm
4105,Kode : Jurnal Bahasa,https://jurnal.unimed.ac.id/2012/index.php/kjb
4106,Jurnal Pustaka Budaya,https://ejurnal.unilak.ac.id/index.php/pb/
4107,Jurnal Ilmiah Mimbar Demokrasi,http://journal.unj.ac.id/unj/index.php/jmb
4108,Managament Insight: Jurnal Ilmiah Manajemen,https://ejournal.unib.ac.id/index.php/insight/index
4109,JICTE (Journal of Information and Computer Technology Education),http://ojs.umsida.ac.id/index.php/jicte
4110,Indonesia Performance Journal,http://journal2.um.ac.id/index.php/jko/index
4111,Jurnal Riset Akuntansi Aksioma,http://aksioma.unram.ac.id/index.php/aksioma
4112,Imajinasi : Jurnal Seni,http://journal.unnes.ac.id/nju/index.php/imajinasi/index
4113,Ri'ayah : Jurnal Sosial dan Keagamaan,http://e-journal.metrouniv.ac.id/index.php/riayah
4114,Edulingua : Jurnal Linguistiks Terapan dan Pendidikan Bahasa Inggris,https://ejournal.unisnu.ac.id/JE/index
4115,Jurnal Administrasi Kantor,http://ejournal-binainsani.ac.id/index.php/JAKBI
4116,International Journal of Language and Literature,https://ejournal.undiksha.ac.id/index.php/IJLL
4117,Dirosat : Journal of Islamic Studies,http://ejournal.idia.ac.id/index.php/dirosat
4118,Information Management For Educators and Professionals,http://ejournal-binainsani.ac.id/index.php/IMBI
4119,Jurnal Ilmu Kesejahteraan Sosial,http://jurnalkesos.ui.ac.id/index.php/jiks/index
4120,J-MPI (Jurnal Manajemen Pendidikan Islam),https://ejournal.undiksha.ac.id/index.php/JEAR
4121,Jurnal Arus Elektro Indonesia,http://jurnal.unej.ac.id/index.php/E-JAEI
4122,SAINTEKBU,http://ejournal.unwaha.ac.id/index.php/saintek/index
4123,Symmetry: Pasundan Journal of Research in Mathematics Learning and Education,http://journal.unpas.ac.id/index.php/symmetry
4124,Literasi : Jurnal Bahasa dan Sastra Indonesia serta Pembelajarannya,http://jurnal.unigal.ac.id/index.php/literasi
4125,Bhineka Tunggal Ika : Kajian Teori dan Praktik Pendidikan PKn,https://ejournal.unsri.ac.id/index.php/jbti
4126,Parapemikir : Jurnal Ilmiah Farmasi,https://ejournal.poltektegal.ac.id/index.php/parapemikir
4127,Arthavidya : Jurnal Ilmiah Ekonomi Universitas Wisnuwardhana Malang,http://arthavidya.wisnuwardhana.ac.id/index.php/arthavidya/index
4128,Fashion and Fashion Education Journal,http://journal.unnes.ac.id/sju/index.php/ffe
4129,Falasifa : Jurnal Studi Keislaman,http://www.ejournal.staifas.ac.id/index.php/falasifa
4130,Jurnal Ekonomi Pembangunan Universitas Muhammadiyah Palopo,http://journal.stiem.ac.id/index.php/jurep/index
4131,JKP (Jurnal Kesehatan Primer),http://jurnal.poltekeskupang.ac.id/index.php/jkp/index
4132,"Ecces : Economics, Social, and Development Studies",http://journal.uin-alauddin.ac.id/index.php/ecc
4133,Jurnal Surya Energy,http://jurnal.um-palembang.ac.id/senergi/index
4134,JURNAL TIKA Fakultas Ilmu Komputer Universitas Al Muslim,http://jurnal.umuslim.ac.id/index.php/tika
4135,Jurnal Sosio Agribisnis,http://ojs.uho.ac.id/index.php/JSA
4136,JURNAL NOKEN : Ilmu-Ilmu Sosial,https://ejournal.um-sorong.ac.id/index.php/jn
4137,Jurnal Pendidikan Seni Rupa Undiksha,https://ejournal.undiksha.ac.id/index.php/JJPSP
4138,Monex : Journal Research Accounting Politeknik Tegal,http://ejournal.poltektegal.ac.id/index.php/monex
4139,Jurnal Komputer dan Informatika,http://ejurnal.undana.ac.id/index.php/jiconhttps://scholar.google.co.id/citations?user=VmT8P7Y
4140,Jurnal Al-Maqasid : Jurnal Ilmu Kesyariahan dan Keperdataan,http://jurnal.iain-padangsidimpuan.ac.id/index.php/almaqasid
4141,Media Ilmiah Teknologi Pangan,http://ojs.unud.ac.id/index.php/pangan/index
4142,JKP (Jurnal Konseling dan Psikoedukasi),http://jurnal.untad.ac.id/jurnal/index.php/JKP
4143,Indonesian Journal of Nursing Health Science,https://ejurnal.esaunggul.ac.id/index.php/IJON
4144,Waca Cipta Ruang: Jurnal Ilmiah Desain Interior,https://ojs.unikom.ac.id/index.php/wacaciptaruang
4145,Jurnal Teknologi Kesehatan (Journal of Health Technology),http://e-journal.poltekkesjogja.ac.id/index.php/JTK
4146,Journal of Islamic Medicine,http://ejournal.uin-malang.ac.id/index.php/jim
4147,Bitnet: Jurnal Pendidikan Teknologi Informasi,http://journal.umpalangkaraya.ac.id/index.php/bitnet
4148,Jurnal Terapan Abdimas,http://e-journal.unipma.ac.id/index.php/JTA
4149,Jurnal Teknovasi,http://ejurnal.plm.ac.id/index.php/teknovasi/index
4150,"specta: Journal of Photography, Arts, and Media",http://journal.isi.ac.id/index.php/specta
4151,Jurnal Penjakora Fakultas Olahraga dan Kesehatan,https://ejournal.undiksha.ac.id/index.php/PENJAKORA/index
4152,Jurnal Pedagogy : Jurnal Ilmiah Ilmu Pendidikan,https://www.upm.ac.id/ejurnal/index.php/pedagogy
4153,Jurnal Manajerial,http://journal.umg.ac.id/index.php/manajerial
4154,Jurnal Kosmik Hukum,http://jurnalnasional.ump.ac.id/index.php/KOSMIK/index
4155,"Lingua Franca : Jurnal Bahasa, Sastra, dan Pengajarannya",http://journal.um-surabaya.ac.id/index.php/lingua
4156,Explore IT : Jurnal Keilmuan dan Aplikasi Teknik Informatika,https://jurnal.yudharta.ac.id/v2/index.php/EXPLORE-IT/home
4157,JUPITER (JURNAL PENDIDIKAN TEKNIK ELEKTRO),http://e-journal.ikippgrimadiun.ac.id/index.php/JUPITER/index
4158,Dinamika Akuntansi Keuangan Dan Perbankan,https://www.unisbank.ac.id/ojs/index.php/fe9
4159,Jurnal Pendidikan dan Pembelajaran Bahasa Indonesia,http://oldpasca.undiksha.ac.id/e-journal/index.php/jurnal_bahasa
4160,Lingual: Journal of Language and Culture,http://ojs.unud.ac.id/index.php/languange/issue/archive
4161,gesture,http://jurnal.unimed.ac.id/2012/index.php/gesture
4162,Jurnal Pendidikan dan Pembelajaran Matematika Indonesia,http://oldpasca.undiksha.ac.id/e-journal/index.php/JPM
4163,Perspektif : Jurnal Ekonomi dan Manajemen Akademi Bina Sarana Informatika,http://ejournal.bsi.ac.id/ejurnal/index.php/perspektif
4164,Nakhoda : Jurnal Ilmu Pemerintahan,https://nakhoda.ejournal.unri.ac.id/index.php/JIPN
4165,Jurnal Teknik Sipil,http://jurnal.untan.ac.id/index.php/jtsuntan
4166,Nuansa : Jurnal Studi Islam dan Kemasyarakatan,https://ejournal.iainbengkulu.ac.id/index.php/nuansa
4167,An-Nizom: Jurnal Penelitian Manajemen Pendidikan Islam,https://ejournal.iainbengkulu.ac.id/index.php/annizom
4168,Kinestetik: Jurnal Ilmiah Pendidikan Jasmani,https://ejournal.unib.ac.id/index.php/kinestetik
4169,Jurnal Kesehatan dr. Soebandi,http://journal.stikesdrsoebandi.ac.id/index.php/jkds
4170,"PROMUSIKA : Jurnal Pengkajian, Penyajian, dan Penciptaan Musik",http://journal.isi.ac.id/index.php/promusika
4171,Misykat al-Anwar,http://jurnal.fai-umj.ac.id/index.php/MaA16
4172,"Jurnal Offshore: Oil, Production Facilities and Renewable Energy",https://ejournal.up45.ac.id/index.php/Jurnal_OFFSHORE
4173,Journal of Management Review,https://jurnal.unigal.ac.id/index.php/managementreview
4174,Suara Teknik : Jurnal Ilmiah,http://openjurnal.unmuhpnk.ac.id/index.php/STek
4175,Admisi dan Bisnis,https://jurnal.polines.ac.id/index.php/admisi
4176,Jurnal Manajemen Dirgantara,http://jurnal.sttkd.ac.id/index.php/JMD
4177,Jurnal Penelitian Agama,http://ejournal.iainpurwokerto.ac.id/index.php/jpa
4178,Moneter : Jurnal Keuangan dan Perbankan,http://ejournal.uika-bogor.ac.id/index.php/MONETER/index
4179,Janaru Saja : Jurnal Program Studi Sastra Jepang,https://ojs.unikom.ac.id/index.php/janarusaja/index
4180,JURNAL LABORATORIUM KHATULISTIWA,http://ejournal.poltekkes-pontianak.ac.id/index.php/JLK
4181,"Widya Genitri : Jurnal Ilmiah Pendidikan, Agama dan Kebudayaan Hindu",http://jurnal.stahds.ac.id/widyagenitri
4182,"Equilibrium : Jurnal Ilmiah Ekonomi, Manajemen dan Akuntansi",https://journal.stiem.ac.id/index.php/jureq
4183,Udayana Journal Of Social Sciences And Humanities,https://ojs.unud.ac.id/index.php/UJoSSH
4184,Janaru Saja : Jurnal Program Studi Sastra Jepang,https://ojs.unikom.ac.id/index.php/janarusaja/index
4185,Aqlania: Jurnal Filsafat dan Teologi Islam,http://jurnal.uinbanten.ac.id/index.php/aqlania
4186,JURNAL LABORATORIUM KHATULISTIWA,http://ejournal.poltekkes-pontianak.ac.id/index.php/JLK
4187,Basastra: Jurnal Kajian Bahasa dan Sastra Indonesia,https://jurnal.unimed.ac.id/2012/index.php/basastra/index
4188,Jurnal Kesehatan Masyarakat dan Lingkungan Hidup,http://e-journal.sari-mutiara.ac.id/index.php/Kesehatan_Masyarakat
4189,PEDULI: Jurnal Ilmiah Pengabdian Pada Masyarakat,http://peduli.wisnuwardhana.ac.id/index.php/peduli
4190,Jurnal Hukum DE'RECHTSSTAAT,http://ojs.unida.ac.id/index.php/LAW/issue/archive
4191,Jurnal Kesehatan Masyarakat dan Lingkungan Hidup,http://e-journal.sari-mutiara.ac.id/index.php/Kesehatan_Masyarakat
4192,"Tonil: Jurnal Kajian Sastra, Teater, dan Sinema",http://journal.isi.ac.id/index.php/TNL
4193,Bahasan Todea,http://jurnal.untad.ac.id/jurnal/index.php/Bahasantodea
4194,Neraca Keuangan : Jurnal Ilmiah Akuntansi dan Keuangan,http://ejournal.uika-bogor.ac.id/index.php/neraca/index
4195,Studia: Journal des Deutschprogramms,https://jurnal.unimed.ac.id/2012/index.php/studia
4196,Pena Kreatif : Jurnal Pendidikan,http://openjurnal.unmuhpnk.ac.id/index.php/JPK
4197,Didacticofrancia: Journal Didactique du FLE,https://journal.unnes.ac.id/sju/index.php/dicdac
4198,The Indonesian Journal Of Communication Studies,http://jurnal.upnyk.ac.id/index.php/ijcs/index
4199,Veritas : Jurnal Program Pascasarjana Ilmu Hukum Universitas Islam As-Syafi'iyah,https://uia.e-journal.id/veritas
4200,Sang Pencerah: Jurnal Ilmiah Universitas Muhammadiyah Buton,https://www.jurnal-umbuton.ac.id/index.php/Pencerah
4201,Neraca Keuangan : Jurnal Ilmiah Akuntansi dan Keuangan,http://ejournal.uika-bogor.ac.id/index.php/neraca/index
4202,Pena Kreatif : Jurnal Pendidikan,http://openjurnal.unmuhpnk.ac.id/index.php/JPK
4203,Didacticofrancia: Journal Didactique du FLE,https://journal.unnes.ac.id/sju/index.php/dicdac
4204,Jurnal Ilmiah Ecosystem,http://www.ecosystem.unibos.id/index.php/eco
4205,The Indonesian Journal Of Communication Studies,http://jurnal.upnyk.ac.id/index.php/ijcs/index
4206,Veritas : Jurnal Program Pascasarjana Ilmu Hukum Universitas Islam As-Syafi'iyah,https://uia.e-journal.id/veritas
4207,Sang Pencerah: Jurnal Ilmiah Universitas Muhammadiyah Buton,https://www.jurnal-umbuton.ac.id/index.php/Pencerah
4208,Palapa: Jurnal Studi Keislaman dan Ilmu Pendidikan,http://ejournal.kopertais4.or.id/sasambo/index.php/palapa
4209,Tarling : Journal of Language Education,http://ejournal.iainpurwokerto.ac.id/index.php/tarling
4210,JPIG (Jurnal Pendidikan dan Ilmu Geografi),http://ejournal.unikama.ac.id/index.php/jpig
4211,Jurnal Anggaran dan Keuangan Negara Indonesia (AKURASI),https://anggaran.e-journal.id/akurasi
4212,Jurnal Ilmiah Langue and Parole,http://e-journal.sastra-unes.com/index.php/JILP
4213,"Ekonomi dan Bisnis: Berkala Publikasi Gagasan Konseptual, Hasil Penelitian, Kajian, dan Terapan Teori",http://journal.ubaya.ac.id/index.php/jeb
4214,Jurnal Biolearning,https://unimuda.e-journal.id/jurnalbiolearning
4215,Apollo Project : Jurnal Ilmiah Program Studi Sastra Inggris,https://ojs.unikom.ac.id/index.php/apollo-project
4216,Buletin Keslingmas : Buletin Kesehatan Lingkungan Masyakat,http://ejournal.poltekkes-smg.ac.id/ojs/index.php/keslingmas/index
4217,Portal: Jurnal Teknik Sipil,http://e-jurnal.pnl.ac.id/index.php/portal
4218,FisiPublik : Jurnal Ilmu Sosial dan Politik,https://journal.uwgm.ac.id/index.php/fisipublik
4219,Belom Bahadat : Jurnal Hukum Agama Hindu,https://ejournal.iahntp.ac.id/index.php/belom-bahadat
4220,Studi Kasus Inovasi Ekonomi,http://ejournal.umm.ac.id/index.php/skie
4221,Jurnal Media Kesehatan,http://jurnal.poltekkes-kemenkes-bengkulu.ac.id/index.php/jmk
4222,Jurnal Pendidikan IPS Indonesia,http://oldpasca.undiksha.ac.id/e-journal/index.php/PIPS
4223,Biomedical Journal of Indonesia Jurnal Biomedik Fakultas Kedokteran Universitas Sriwijaya,https://ejournal.unsri.ac.id/index.php/bji
4224,JESCE (Journal Of Electrical And System Control Engineering),http://ojs.uma.ac.id/index.php/jesce
4225,Eduscience : Jurnal Ilmu Pendidikan,https://ejurnal.esaunggul.ac.id/index.php/EDU
4226,Bahas,http://jurnal.unimed.ac.id/2012/index.php/bahas/index
4227,Komunida : Media Komunikasi dan Dakwah,http://ejurnal.stainparepare.ac.id/index.php/komunida
4228,JSRW (Jurnal Senirupa Warna),https://www.jurnal.senirupaikj.ac.id/index.php/jsrw
4229,Bhamada: Jurnal Ilmu dan Teknologi Kesehatan (E-Journal),http://ojs.stikesbhamadaslawi.ac.id/index.php/jik/about
4230,Jurnal Admmirasi,http://penelitiankesehatan.com/ojs/index.php/admmirasi/index
4231,Eduscience : Jurnal Ilmu Pendidikan,https://ejurnal.esaunggul.ac.id/index.php/EDU
4232,JSRW (Jurnal Senirupa Warna),https://www.jurnal.senirupaikj.ac.id/index.php/jsrw
4233,Jurnal Ekonomika dan Bisnis Islam,http://jurnalmahasiswa.unesa.ac.id/index.php/jei
4234,Informasi Interaktif : Jurnal Informatika dan Teknologi Informasi,http://e-journal.janabadra.ac.id/index.php/informasiinteraktif
4235,Agrologia : Jurnal Ilmu Budidaya Tanaman,https://ojs.unpatti.ac.id/index.php/agrologia
4236,Indonesian Journal of Educational Research and Review,https://ejournal.undiksha.ac.id/index.php/IJERR
4237,Jurnal Inovasi Pendidikan MH Thamrin,http://ejournal-umht.org/index.php/jip
4238,"Rainbow : Journal of Literature, Linguistics and Culture Studies",http://journal.unnes.ac.id/sju/index.php/rainbow
4239,Humanitatis: Journal of Language and Literature,https://journal.universitasbumigora.ac.id/index.php/humanitatis
4240,Al Munir : Jurnal Komunikasi dan Penyiaran Islam,https://ejournal.uinib.ac.id/jurnal/index.php/almunir
4241,Jurnal Pendidikan ilmu Sosial,http://journals.ums.ac.id/index.php/jpis
4242,Jurnal Teknik,https://journal.unilak.ac.id/index.php/teknik
4243,Indonesian Journal of CHEST : Critical and Emergency Medicine,http://www.indonesiajournalchest.com/index.php/IJC
4244,International Journal of Elementary Education,https://ejournal.undiksha.ac.id/index.php/IJEE
4245,Language and Education Journal Undiksha,https://ejournal.undiksha.ac.id/index.php/JJPBI
4246,Jurnal Kesehatan,http://jurnal.stikesbethesda.ac.id/index.php/jurnalkesehatan
4247,"Sasando : Jurnal Bahasa, Sastra Indonesia, dan Pengajarannya",http://sasando.upstegal.ac.id/index.php/sasando
4248,Jurnal TIMES,http://www.stmik-time.ac.id/ejournal/index.php/jurnalTIMES
4249,Jurnal Kebidanan,https://akbid-dharmahusada-kediri.e-journal.id/JKDH
4250,teknomatika,http://ojs.palcomtech.com/index.php/teknomatika
4251,Jurnal Ulunnuha,https://ejournal.uinib.ac.id/jurnal/index.php/ulunnuha
4252,JME (Journal of Mathematics Education),http://usnsj.com/index.php/JME
4253,Patria Artha Journal of Accounting & Financial Reporting,http://ejournal.patria-artha.ac.id/index.php/jafr
4254,"Journal of English Teaching, Applied Linguistics and Literatures (JETALL)",https://ppjp.ulm.ac.id/journal/index.php/jetall/
4255,JIME (Journal Of Industrial And Manufacture Engineering),http://ojs.uma.ac.id/index.php/jime
4256,Legal Standing : Jurnal Ilmu hukum,http://journal.umpo.ac.id/index.php/LS
4257,Math Educa Journal,https://ejournal.uinib.ac.id/jurnal/index.php/matheduca
4258,Jurnal Fisioterapi dan Rehabilitasi,http://jurnal.akfis-whs.ac.id/index.php/akfis
4259,Inovasi Sekolah Dasar: Jurnal Kajian Pengembangan Pendidikan,https://ejournal.unsri.ac.id/index.php/jisd
4260,Jurnal Kesehatan Bina Generasi,http://ejurnal.biges.ac.id/index.php/kesehatan/index
4261,Jurnal Inovasi Pendidikan,http://sij-inovpend.ejournal.unsri.ac.id/index.php/sij-inovpend/index
4262,Makna,http://ejournal-unisma.net/ojs/index.php/makna
4263,Jurnal Metris,http://ojs.atmajaya.ac.id/index.php/metris/index
4264,JRK (Jurnal Riset Komunikasi),http://jurnal.untirta.ac.id/index.php/JRKom
4265,Bilancia : Jurnal Ilmiah Akuntansi,http://ejournal.pelitaindonesia.ac.id/index.php/bilancia
4266,FINANSIA: Jurnal Akuntansi dan Perbankan Syariah,http://e-journal.metrouniv.ac.id/index.php/FINANSIA
4267,Jurnal Aplikasi Bisnis,http://journal.uii.ac.id/index.php/JABIS
4268,Diklat Review : Jurnal manajemen pendidikan dan pelatihan,https://ejournal.kompetif.com/index.php/diklatreview
4269,Sosiologi: Jurnal Ilmiah Kajian Ilmu Sosial dan Budaya,http://publikasi.fisip.unila.ac.id/index.php/sosiologi/
4270,Jurnal Proaksi,https://e-journal.umc.ac.id/index.php/JPK
4271,"JUST IT : Jurnal Sistem Informasi, Teknologi Informasi dan Komputer",https://jurnal.umj.ac.id/index.php/just-it
4272,Al-Zahra : Journal for Islamic and Arabic Studies,http://journal.uinjkt.ac.id/index.php/zahra
4273,Justisi,http://ejournal.um-sorong.ac.id/index.php/js/index
4274,Dialektika,http://journal.unla.ac.id/index.php/dialektika
4275,Jurnal Script,https://journal.akprind.ac.id/index.php/script
4276,khatulistiwa,http://jurnaliainpontianak.or.id/index.php/khatulistiwa/index
4277,TARBAWI : Journal On Islamic Education,http://studentjournal.umpo.ac.id/index.php/tarbawi
4278,FINANSIA: Jurnal Akuntansi dan Perbankan Syariah,http://e-journal.metrouniv.ac.id/index.php/FINANSIA
4279,Jurnal Aplikasi Bisnis,http://journal.uii.ac.id/index.php/JABIS
4280,Diklat Review : Jurnal manajemen pendidikan dan pelatihan,https://ejournal.kompetif.com/index.php/diklatreview
4281,TARBAWI : Journal On Islamic Education,http://studentjournal.umpo.ac.id/index.php/tarbawi
4282,Sosiologi: Jurnal Ilmiah Kajian Ilmu Sosial dan Budaya,http://publikasi.fisip.unila.ac.id/index.php/sosiologi/
4283,Jurnal Penelitian dan Pengukuran Psikologi: JPPP,http://journal.unj.ac.id/unj/index.php/jppp/
4284,khatulistiwa,http://jurnaliainpontianak.or.id/index.php/khatulistiwa/index
4285,Jurnal Jarkom (e-Journal),http://journal.akprind.ac.id/index.php/jarkom/index
4286,JRK (Jurnal Riset Komunikasi),http://jurnal.untirta.ac.id/index.php/JRKom
4287,"Jurnal JE-UNISLA : Electronic Control, Telecomunication, Computer Information and Power System",http://jurnalteknik.unisla.ac.id/index.php/elektronika
4288,Jurnal Pembangunan Nagari,https://ejournal.sumbarprov.go.id/index.php/jpn
4289,Bilancia : Jurnal Ilmiah Akuntansi,http://ejournal.pelitaindonesia.ac.id/index.php/bilancia
4290,Makna,http://ejournal-unisma.net/ojs/index.php/makna
4291,Journal of the Indonesian Society of Integrated Chemistry,https://online-journal.unja.ac.id/index.php/jisic/index
4292,JME (Journal of Mathematics Education),http://usnsj.com/index.php/JME
4293,Jurnal Ilmu Keperawatan Komunitas,https://journal.ppnijateng.org/index.php/jikk
4294,EAJ (ECONOMICS AND ACCOUNTING JOURNAL),http://openjournal.unpam.ac.id/index.php/EAJ
4295,EQUILIBRIUM Jurnal Ilmiah Ekonomi dan Pembelajarannya,http://e-journal.ikippgrimadiun.ac.id/index.php/equlibrium/index
4296,Jurnal Manajemen Bisnis Krisnadwipayana,http://ojs.ekonomi-unkris.ac.id/index.php/JMBK/index
4297,Publica : Jurnal Administrasi Pembangunan dan Kebijakan Publik,http://ojs.uho.ac.id/index.php/publika/
4298,Jurnal Media Hukum dan Peradilan,https://ejournal-pps.unsuri.id/index.php/jmhp/index
4299,Al-Munawwarah : Jurnal Pendidikan Islam,http://ejournal.kopertais4.or.id/sasambo/index.php/munawwarah
4300,Jurnal Agroteknosains,http://www.portaluniversitasquality.ac.id:5388/ojssystem/index.php/AGROTEKNOSAINS
4301,Jurnal Kesehatan,http://jurnal.stikesbethesda.ac.id/index.php/jurnalkesehatan
4302,"Sasando : Jurnal Bahasa, Sastra Indonesia, dan Pengajarannya",http://sasando.upstegal.ac.id/index.php/sasando
4303,Jurnal Kebidanan,https://akbid-dharmahusada-kediri.e-journal.id/JKDH
4304,Jurnal Aplikasi Bisnis,http://journal.uii.ac.id/index.php/JABIS
4305,Jurnal Dinamika Pengabdian,http://journal.unhas.ac.id/index.php/jdp
4306,Bangunan,http://journal2.um.ac.id/index.php/bangunan
4307,Sosiologi: Jurnal Ilmiah Kajian Ilmu Sosial dan Budaya,http://publikasi.fisip.unila.ac.id/index.php/sosiologi/
4308,Jurnal Jarkom (e-Journal),http://journal.akprind.ac.id/index.php/jarkom/index
4309,INAQUE: Journal of Industrial & Quality Engineering,https://ojs.unikom.ac.id/index.php/inaque
4310,Jurnal RISA (Riset Arsitektur),http://journal.unpar.ac.id/index.php/risa/index
4311,Yaa Bunayya : Jurnal Pendidikan Anak Usia Dini,https://jurnal.umj.ac.id/index.php/YaaBunayya
4312,Chemistry in education,https://journal.unnes.ac.id/sju/index.php/chemined
4313,Jurnal Manajemen Bisnis Krisnadwipayana,http://ojs.ekonomi-unkris.ac.id/index.php/JMBK/index
4314,Publica : Jurnal Administrasi Pembangunan dan Kebijakan Publik,http://ojs.uho.ac.id/index.php/publika/
4315,Jurnal Media Hukum dan Peradilan,https://ejournal-pps.unsuri.id/index.php/jmhp/index
4316,Al-Munawwarah : Jurnal Pendidikan Islam,http://ejournal.kopertais4.or.id/sasambo/index.php/munawwarah
4317,Jurnal TIMES,http://www.stmik-time.ac.id/ejournal/index.php/jurnalTIMES
4318,Jurnal Agroteknosains,http://www.portaluniversitasquality.ac.id:5388/ojssystem/index.php/AGROTEKNOSAINS
4319,Resona Jurnal Ilmiah Pengabdian Masyarakat,http://journal.stiem.ac.id/index.php/resona
4320,Jatiswara,http://jatiswara.unram.ac.id/index.php/js
4321,Jurnal Hexagro,https://www.e-journal.unper.ac.id/index.php/hexagro
