journal_name,journal_url,journal_accreditation
"Matrik : Jurnal Manajemen, Teknik Informatika, dan Rekayasa Komputer","https://journal.universitasbumigora.ac.id/index.php/matrik","S2 Accredited"
"Edukasi : Jurnal Penelitian Pendidikan Agama dan Keagamaan","http://www.jurnaledukasikemenag.org/index.php/edukasi","S2 Accredited"
"Jurnal Pendidikan  dan Kebudayaan","http://jurnaldikbud.kemdikbud.go.id/index.php/jpnk","S2 Accredited"
"Jurnal Adabiyah","http://journal.uin-alauddin.ac.id/index.php/adabiyah","S2 Accredited"
"BHUMI: Jurnal Agraria dan Pertanahan","https://jurnalbhumi.stpn.ac.id/index.php/JB","S2 Accredited"
"Jurnal Promosi Kesehatan Indonesia","https://ejournal.undip.ac.id/index.php/jpki","S2 Accredited"
"Al-Muzara'ah","http://journal.ipb.ac.id/index.php/jalmuzaraah/index","S2 Accredited"
"Scientific Journal of Informatics","https://journal.unnes.ac.id/nju/index.php/sji/index","S2 Accredited"
"VELES Voices of English Language Education Society","http://e-journal.hamzanwadi.ac.id/index.php/veles","S2 Accredited"
"Jurnal Penyuluhan","http://journal.ipb.ac.id/index.php/jupe","S2 Accredited"
"Udayana Journal of Law and Culture","https://ojs.unud.ac.id/index.php/UJLC","S2 Accredited"
"Falah : Jurnal Ekonomi Syariah","http://ejournal.umm.ac.id/index.php/JES","S2 Accredited"
"Jurnal Konstitusi","https://jurnalkonstitusi.mkri.id/index.php/jk","S2 Accredited"
"Legality : Jurnal Ilmiah Hukum","http://ejournal.umm.ac.id/index.php/legality","S2 Accredited"
"Psikologika: Jurnal Pemikiran dan Penelitian Psikologi","https://journal.uii.ac.id/index.php/Psikologika","S2 Accredited"
"Kwangsan: Jurnal Teknologi Pendidikan","https://jurnalkwangsan.kemdikbud.go.id/index.php/jurnalkwangsan","S2 Accredited"
"Jurnal Optimasi Sistem Industri","http://josi.ft.unand.ac.id/index.php/josi/index","S2 Accredited"
"Policy & Governance Review","https://journal.iapa.or.id/pgr","S2 Accredited"
"Indonesian Journal of EFL and Linguistics","http://indonesian-efl-journal.org/index.php/ijefll/index","S2 Accredited"
"Journal on English as a Foreign Language (JEFL)","http://e-journal.iain-palangkaraya.ac.id/index.php/jefl/index","S2 Accredited"
"Jurnal Hubungan Internasional","http://journal.umy.ac.id/index.php/jhi/index","S2 Accredited"
"Jurnal PIKOM (Penelitian Komunikasi dan Pembangunan)","https://jurnal.kominfo.go.id/index.php/jpkp","S2 Accredited"
"Penelitian Gizi dan Makanan","http://ejournal.litbang.depkes.go.id/index.php/pgm/index","S2 Accredited"
"Ta'dib","https://ojs.iainbatusangkar.ac.id/ojs/index.php/takdib","S2 Accredited"
"Jurnal The Messenger","http://journals.usm.ac.id/index.php/the-messenger/index","S2 Accredited"
"Jurnal Ilmiah Pendidikan Pancasila dan Kewarganegaraan","http://journal2.um.ac.id/index.php/jppk/","S2 Accredited"
"KURIOS (Jurnal Teologi dan Pendidikan Agama Kristen)","http://www.sttpb.ac.id/e-journal/index.php/kurios","S2 Accredited"
"Thabiea : Journal of Natural Science Teaching","https://journal.iainkudus.ac.id/index.php/Thabiea","S2 Accredited"
"Binus Business Review","http://journal.binus.ac.id/index.php/BBR","S2 Accredited"
"International Journal of Pedagogy and Teacher Education","https://jurnal.uns.ac.id/ijpte","S2 Accredited"
"JURNAL ILMIAH PENDIDIKAN FISIKA AL-BIRUNI","http://ejournal.radenintan.ac.id/index.php/al-biruni","S2 Accredited"
"Media Riset Akuntansi Auditing & Informasi","https://e-journal.trisakti.ac.id/index.php/mraai","S2 Accredited"
"Economica: Jurnal Ekonomi Islam","http://journal.walisongo.ac.id/index.php/economica","S2 Accredited"
"Journal of Nonformal Education","https://journal.unnes.ac.id/nju/index.php/jne","S2 Accredited"
"International Journal of Law Reconstruction","http://jurnal.unissula.ac.id/index.php/lawreconstruction","S2 Accredited"
"EduLite: Journal of English Education, Literature and Culture","http://jurnal.unissula.ac.id/index.php/edulite/index","S2 Accredited"
"ECSOFiM (Economic and Social of Fisheries and Marine)","https://ecsofim.ub.ac.id/index.php/ecsofim","S2 Accredited"
"Jurnal Hukum & Pembangunan","http://jhp.ui.ac.id/index.php/home","S2 Accredited"
"Yustisia","https://jurnal.uns.ac.id/yustisia","S2 Accredited"
"Jurnal Infinity","http://e-journal.stkipsiliwangi.ac.id/index.php/infinity","S2 Accredited"
"Jurnal Ilmu Dakwah","http://journal.walisongo.ac.id/index.php/dakwah","S2 Accredited"
"Jurnal Pengolahan Hasil Perikanan Indonesia","http://journal.ipb.ac.id/index.php/jphpi","S2 Accredited"
"Jurnal Keuangan dan Perbankan","http://jurnal.unmer.ac.id/index.php/jkdp","S2 Accredited"
"Jurnal Komunikasi","http://journal.untar.ac.id/index.php/komunikasi/issue/archive","S2 Accredited"
"Jurnal Keolahragaan","https://journal.uny.ac.id/index.php/jolahraga","S2 Accredited"
"Jurnal Didaktik Matematika","http://jurnal.unsyiah.ac.id/DM/issue/archive","S2 Accredited"
"Jurnal Sumberdaya Lahan","http://ejurnal.litbang.pertanian.go.id/index.php/jsl","S2 Accredited"
"Andalas Journal of International Studies","http://ajis.fisip.unand.ac.id/index.php/ajis","S2 Accredited"
"Al Ahwal, Jurnal Hukum Keluarga Islam","http://ejournal.uin-suka.ac.id/syariah/Ahwal/issue/archive","S2 Accredited"
"Jurnal Ilmiah Teknik Elektro Komputer dan Informatika (JITEKI)","http://journal.uad.ac.id/index.php/JITEKI/","S2 Accredited"
"Jurnal Penelitian dan Pembelajaran IPA","http://jurnal.untirta.ac.id/index.php/JPPI/index","S2 Accredited"
"Jurnal Bimas Islam","http://jurnalbimasislam.kemenag.go.id/index.php/jbi","S2 Accredited"
"Jati: Jurnal Akuntansi Terapan Indonesia","http://journal.umy.ac.id/index.php/jati","S2 Accredited"
"Jurnal Pendidikan Agama Islam","http://ejournal.uin-suka.ac.id/tarbiyah/index.php/jpai","S2 Accredited"
"Journal of Aquaculture and Fish Health","https://e-journal.unair.ac.id/JAFH/issue/archive","S2 Accredited"
"KEMBARA: Jurnal Keilmuan Bahasa, Sastra, dan Pengajarannya","http://ejournal.umm.ac.id/index.php/kembara/article/view/2322","S2 Accredited"
"Ijaz Arabi : Journal of Arabic Learning","http://ejournal.uin-malang.ac.id/index.php/ijazarabi/index","S2 Accredited"
"JURNAL MANAJEMEN INDUSTRI DAN LOGISTIK","https://jurnal.poltekapp.ac.id/index.php/JMIL","S2 Accredited"
"Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi)","http://jurnal.iaii.or.id/index.php/RESTI","S2 Accredited"
"Indigenous: Jurnal Ilmiah Psikologi","http://journals.ums.ac.id/index.php/indigenous","S2 Accredited"
"Jurnal Pendidikan Jasmani dan Olahraga","https://ejournal.upi.edu/index.php/penjas/index","S2 Accredited"
"Jurnal Pendidikan Ekonomi & Bisnis (Edisi Elektronik)","http://journal.unj.ac.id/unj/index.php/jpeb/index","S2 Accredited"
"SASI","https://fhukum.unpatti.ac.id/jurnal/index.php/sasi","S2 Accredited"
"Nusantara Bioscience","https://smujo.id/nb/index","S2 Accredited"
"Masalah-Masalah Hukum","http://ejournal.undip.ac.id/index.php/mmh","S2 Accredited"
"Agromet","http://journal.ipb.ac.id/index.php/agromet","S2 Accredited"
"BISMA (Bisnis dan Manajemen)","https://journal.unesa.ac.id/index.php/bisma/issue/archive","S2 Accredited"
"Riset Akuntansi dan Keuangan Indonesia","http://journals.ums.ac.id/index.php/reaksi","S2 Accredited"
"Jurnal Kefarmasian Indonesia","http://ejournal.litbang.depkes.go.id/index.php/jki","S2 Accredited"
"AFRE Accounting Financial Review","http://jurnal.unmer.ac.id/index.php/afr","S2 Accredited"
"Jurnal Akuntansi Multiparadigma","http://jamal.ub.ac.id/index.php/jamal","S2 Accredited"
"International Journal of Advances in Applied Sciences","http://ijaas.iaescore.com/index.php/IJAAS","S2 Accredited"
"Jurnal Pendidikan Islam","http://ejournal.uin-suka.ac.id/tarbiyah/index.php/JPI","S2 Accredited"
"Jurnal Theologia","http://journal.walisongo.ac.id/index.php/teologia","S2 Accredited"
"Psikopedagogia","http://journal.uad.ac.id/index.php/PSIKOPEDAGOGIA","S2 Accredited"
"Media Ekonomi dan Manajemen","http://jurnal.untagsmg.ac.id/index.php/fe/index","S2 Accredited"
"JURNAL ANALISIS KEBIJAKAN KEHUTANAN","http://ejournal.forda-mof.org/ejournal-litbang/index.php/JAKK/issue/view/626/showToc","S2 Accredited"
"Tadris: Jurnal keguruan dan Ilmu Tarbiyah","http://ejournal.radenintan.ac.id/index.php/tadris","S2 Accredited"
"JPBM (Jurnal Pendidikan Bisnis dan Manajemen)","http://journal2.um.ac.id/index.php/jpbm/","S2 Accredited"
"JIPF (JURNAL ILMU PENDIDIKAN FISIKA)","http://journal.stkipsingkawang.ac.id/index.php/JIPF","S2 Accredited"
"al-Uqud : Journal of Islamic Economics","https://journal.unesa.ac.id/index.php/jie","S2 Accredited"
"International Journal of Islamic Business and Economics (IJIBEC)","http://e-journal.iainpekalongan.ac.id/index.php/IJIBEC","S2 Accredited"
"ProTVF: Jurnal Kajian Televisi dan Film","http://journal.unpad.ac.id/protvf","S2 Accredited"
"Jurnal Edutech Undiksha","https://ejournal.undiksha.ac.id/index.php/JEU/issue/archive","S2 Accredited"
"Jurnal Psikologi Ulayat: Indonesian Journal of Indigenous Psychology","https://publication.k-pin.org/index.php/jpu/index","S2 Accredited"
"Jurnal Manajemen dan Pemasaran Jasa","http://www.trijurnal.lemlit.trisakti.ac.id/index.php/jasa/issue/archive","S2 Accredited"
"Jurnal Kajian Bimbingan dan Konseling","http://journal2.um.ac.id/index.php/jkbk","S2 Accredited"
"Mudra : Jurnal Seni Budaya","http://jurnal.isi-dps.ac.id/index.php/mudra","S2 Accredited"
"DUNAMIS: Jurnal Teologi dan Pendidikan Kristiani","http://www.sttintheos.ac.id/e-journal/index.php/dunamis","S2 Accredited"
"Journal of Indonesian Economy and Business","http://jurnal.ugm.ac.id/jieb","S2 Accredited"
"Jurnal Sylva Lestari","http://jurnal.fp.unila.ac.id/index.php/JHT","S2 Accredited"
"SINERGI","http://publikasi.mercubuana.ac.id/index.php/sinergi","S2 Accredited"
"JIA (Jurnal Ilmiah Akuntansi)","http://ejournal.undiksha.ac.id/index.php/JIA","S2 Accredited"
"Jurnal Farmasi dan Ilmu Kefarmasian Indonesia","https://e-journal.unair.ac.id/JFIKI/index","S2 Accredited"
"Kreano, Jurnal Matematika Kreatif-Inovatif","https://journal.unnes.ac.id/nju/index.php/kreano/index","S2 Accredited"
"JURNAL TARBIYATUNA","http://journal.ummgl.ac.id/index.php/tarbiyatuna/index","S2 Accredited"
"AL-HAYAT: Journal of Islamic Education","http://alhayat.or.id/index.php/alhayat/issue/archive","S2 Accredited"
"Al-Ulum","http://journal.iaingorontalo.ac.id/index.php/au","S2 Accredited"
"Jurnal Manajemen","https://ecojoin.org/index.php/EJM","S2 Accredited"
"Jurnal Akuntansi","https://ecojoin.org/index.php/EJA","S2 Accredited"
"Al-Ishlah : Jurnal Pendidikan","http://journal.staihubbulwathan.id/index.php/alishlah","S2 Accredited"
"Formatif: Jurnal Ilmiah Pendidikan MIPA","http://journal.lppmunindra.ac.id/index.php/Formatif","S2 Accredited"
"Shirkah Journal of Economics and Business","http://shirkah.or.id/new-ojs/index.php/home","S2 Accredited"
"Refleksi Hukum: Jurnal Ilmu Hukum","https://ejournal.uksw.edu/refleksihukum","S2 Accredited"
"Equilibrium : Jurnal Ekonomi Syariah","http://journal.stainkudus.ac.id/index.php/equilibrium/index","S2 Accredited"
"Berkala Ilmu Kesehatan Kulit dan Kelamin (Periodical of Dermatology and Venerology)","http://e-journal.unair.ac.id/index.php/BIKK","S2 Accredited"
"English Review: Journal of English Education","https://journal.uniku.ac.id/index.php/ERJEE/index","S2 Accredited"
"Jurnal Pendidikan Progresif","http://jurnal.fkip.unila.ac.id/index.php/jpp","S2 Accredited"
"Jurnal Ekonomi Pembangunan : Kajian Masalah Ekonomi dan Pembangunan","http://journals.ums.ac.id/index.php/JEP/issue/archive","S2 Accredited"
"Momentum: Physics Education Journal","http://ejournal.unikama.ac.id/index.php/momentum","S2 Accredited"
"Miqot : Jurnal Ilmu-ilmu Keislaman","http://jurnalmiqotojs.uinsu.ac.id/index.php/jurnalmiqot","S2 Accredited"
"Jurnal Manajemen Bisnis","https://journal.umy.ac.id/index.php/mb","S2 Accredited"
"Jurnal Ilmiah Teknik Industri","http://journals.ums.ac.id/index.php/jiti","S2 Accredited"
"The Indonesian Accounting Review","https://journal.perbanas.ac.id/index.php/tiar","S2 Accredited"
"Jurnal Teknologi Hasil Pertanian","https://jurnal.uns.ac.id/ilmupangan","S2 Accredited"
"ANDHARUPA, Jurnal Desain Komunikasi Visual & Multimedia","http://publikasi.dinus.ac.id/index.php/andharupa/index","S2 Accredited"
"Jurnal Lektur Keagamaan","https://jlka.kemenag.go.id","S2 Accredited"
"Tadris: Jurnal Pendidikan Islam","http://ejournal.iainmadura.ac.id/index.php/tadris","S2 Accredited"
"Jurnal Ilmu Komunikasi","http://jurnal.upnyk.ac.id/index.php/komunikasi/index","S2 Accredited"
"Jurnal Penelitian dan Evaluasi Pendidikan","https://journal.uny.ac.id/index.php/jpep/issue/archive","S2 Accredited"
"Pangan","http://www.jurnalpangan.com/index.php/pangan/issue/archive","S2 Accredited"
"Undang: Jurnal Hukum","http://ujh.unja.ac.id/index.php/home","S2 Accredited"
"ATESTASI : Jurnal Ilmiah Akuntansi","#!","S2 Accredited"
"International Journal of Applied Business Research","https://ijabr.polban.ac.id/ijabr","S2 Accredited"
"Journal of Economics, Business, & Accountancy Ventura","https://journal.perbanas.ac.id/index.php/jebav","S2 Accredited"
"JTP - Jurnal Teknologi Pendidikan","http://journal.unj.ac.id/unj/index.php/jtp/index","S2 Accredited"
"JETL (Journal Of Education, Teaching and Learning)","https://journal.stkipsingkawang.ac.id/index.php/JETL","S2 Accredited"
"Jurnal Nasional Pendidikan Teknik Informatika : JANAPATI","https://ejournal.undiksha.ac.id/index.php/janapati","S2 Accredited"
"KONSELOR","http://ejournal.unp.ac.id/index.php/konselor/","S2 Accredited"
"IRJE (Indonesian Research Journal in Education)","https://online-journal.unja.ac.id/index.php/irje/issue/archive","S2 Accredited"
"Mimbar Hukum","https://jurnal.ugm.ac.id/jmh/issue/archive","S2 Accredited"
"Jurnal Penelitian dan Pengembangan Pertanian","http://ejurnal.litbang.pertanian.go.id/index.php/jppp","S2 Accredited"
"Indonesian TESOL Journal","https://ejournal.iainpalopo.ac.id/index.php/ITJ","S2 Accredited"
"Jurnal Industri Hasil Perkebunan (Journal of Plantation Based Industry)","http://ejournal.kemenperin.go.id/bbihp/index","S2 Accredited"
"Jurnal Geografi","http://jurnal.unimed.ac.id/2012/index.php/geo","S2 Accredited"
"Arabiyat : Jurnal Pendidikan Bahasa Arab dan Kebahasaaraban","http://journal.uinjkt.ac.id/index.php/arabiyat","S2 Accredited"
"Jurnal Penelitian Pendidikan IPA (JPPIPA)","http://jppipa.unram.ac.id/index.php/jppipa","S2 Accredited"
"Jurnal Nasional Teknik Elektro dan Teknologi Informasi","https://jurnal.ugm.ac.id/v3/JNTETI","S2 Accredited"
"Jurnal Akuntansi dan Auditing Indonesia","http://journal.uii.ac.id/index.php/JAAI/index","S2 Accredited"
"Khazanah: Jurnal Studi Islam dan Humaniora","http://jurnal.uin-antasari.ac.id/index.php/khazanah","S2 Accredited"
"Jurnal Cita Hukum","http://journal.uinjkt.ac.id/index.php/citahukum","S2 Accredited"
"Telematika","http://ejournal.amikompurwokerto.ac.id/index.php/telematika/","S2 Accredited"
"Jurnal Inovasi Pendidikan IPA","https://journal.uny.ac.id/index.php/jipi","S2 Accredited"
"Jurnal Manajemen Teori dan Terapan","https://e-journal.unair.ac.id/jmtt","S2 Accredited"
"Indonesian Journal of Pharmaceutical Science and Technology (IJPST)","http://ijpst.or.id/","S2 Accredited"
"Elkawnie : Journal of Islamic Science And Technology","http://jurnal.ar-raniry.ac.id/index.php/elkawnie","S2 Accredited"
"Media Iuris","https://e-journal.unair.ac.id/MI","S2 Accredited"
"Adbispreneur : Jurnal Pemikiran dan Penelitian Administrasi Bisnis dan Kewirausahaan","http://jurnal.unpad.ac.id/adbispreneur","S2 Accredited"
"INTERNATIONAL RESEARCH JOURNAL OF BUSINESS STUDIES","http://www.irjbs.com/index.php/jurnalirjbs/index","S2 Accredited"
"Jurnal Ilmu Lingkungan","https://ejournal.undip.ac.id/index.php/ilmulingkungan","S2 Accredited"
"Khazanah Informatika: Jurnal Ilmu Komputer dan Informatika","http://journals.ums.ac.id/index.php/khif","S2 Accredited"
"JEJAK : Jurnal Ekonomi dan Kebijakan","http://journal.unnes.ac.id/nju/index.php/jejak","S2 Accredited"
"Indonesian Journal of Sustainability Accounting and Management","http://unpas.id/index.php/ijsam","S2 Accredited"
"Indonesian Journal of Law and Society","https://jurnal.unej.ac.id/index.php/ijls","S2 Accredited"
"JASF (Journal of Accounting and Strategic Finance)","http://jasf.upnjatim.ac.id/index.php/jasf","S2 Accredited"
"English Language Teaching Educational Journal","http://journal2.uad.ac.id/index.php/eltej","S2 Accredited"
"Iqtishoduna: Jurnal Ekonomi Islam","http://ejournal.iaisyarifuddin.ac.id/index.php/iqtishoduna","S2 Accredited"
"International Journal of Islamic Khazanah","https://journal.uinsgd.ac.id/index.php/ijik","S2 Accredited"
"Journal of Islamic Accounting and Finance Research","https://journal.walisongo.ac.id/index.php/jiafr","S2 Accredited"
"Jurnal Kajian Komunikasi","http://jurnal.unpad.ac.id/jkk/index","S2 Accredited"
"Jurnal Ilmu Keluarga dan Konsumen","http://journal.ipb.ac.id/index.php/jikk","S2 Accredited"
"JUITA : Jurnal Informatika","http://jurnalnasional.ump.ac.id/index.php/JUITA/index","S2 Accredited"
"Journal of Applied Studies in Language","https://ojs2.pnb.ac.id/index.php/JASL","S2 Accredited"
"Jurnal Pendidikan Kimia (JPKim)","https://jurnal.unimed.ac.id/2012/index.php/jpk","S2 Accredited"
"BISNIS & BIROKRASI: Jurnal Ilmu Administrasi dan Organisasi","https://scholarhub.ui.ac.id/jbb","S2 Accredited"
"Anima","http://www.anima.ubaya.ac.id/","S2 Accredited"
"REAKTOR","https://ejournal.undip.ac.id/index.php/reaktor","S2 Accredited"
"Fiat Justisia: Jurnal Ilmu Hukum","http://jurnal.fh.unila.ac.id/index.php/fiat/","S2 Accredited"
"AL QUDS : Jurnal Studi Alquran dan Hadis","http://journal.iaincurup.ac.id/index.php/alquds","S2 Accredited"
"Buletin Al-Turas","http://journal.uinjkt.ac.id/index.php/al-turats","S2 Accredited"
