journal_no,journal_id,journal_name,journal_accreditation,journal_url
227,/journals/detail/?id=925,Jurnal Wilayah dan Lingkungan,S2,http://ejournal2.undip.ac.id/index.php/jwl
228,/journals/detail/?id=1767,Register Journal,S2,http://ijims.iainsalatiga.ac.id/index.php/register
229,/journals/detail/?id=163,"Jurnal Pendidikan : Teori, Penelitian, dan Pengembangan",S2,http://journal.um.ac.id/index.php/jptpp/index
230,/journals/detail/?id=838,Jurnal Ilmu Keluarga dan Konsumen,S2,http://journal.um.ac.id/index.php/jptpp/index
231,/journals/detail/?id=4019,International Journal of Islamic Business and Economics (IJIBEC),S2,http://e-journal.iainpekalongan.ac.id/index.php/IJIBEC
232,/journals/detail/?id=1018,Al-Ta'lim Journal,S2,https://journal.tarbiyahiainib.ac.id/index.php/attalim
233,/journals/detail/?id=5027,Edukasia Islamika: Jurnal Pendidikan Islam,S2,http://e-journal.iainpekalongan.ac.id/index.php/edukasiaislamika
234,/journals/detail/?id=1190,Jurnal Teknologi dan Sistem Komputer,S2,https://jtsiskom.undip.ac.id/index.php/jtsiskom/index
235,/journals/detail/?id=863,Jurnal Kardiologi Indonesia,S2,http://ijconline.id/index.php/ijc
236,/journals/detail/?id=913,Dinamika Ilmu: Jurnal Pendidikan,S2,http://ijconline.id/index.php/ijc
237,/journals/detail/?id=1038,Jurnal Ilmiah Peuradeun,S2,http://journal.scadindependent.org/index.php/jipeuradeun
238,/journals/detail/?id=97,JEPIN (Jurnal Edukasi dan Penelitian Informatika),S2,http://jurnal.untan.ac.id/index.php/jepin/index
239,/journals/detail/?id=2031,Jurnal Selulosa,S2,http://www.jurnalselulosa.org/index.php/jselulosa
240,/journals/detail/?id=68,Jurnal Wawasan Yuridika,S2,http://ejournal.sthb.ac.id/index.php/jwy
241,/journals/detail/?id=2695,Jurnal Penelitian Hukum De Jure,S2,http://ejournal.balitbangham.go.id/index.php/dejure
242,/journals/detail/?id=5769,Journal of Accounting and Investment,S2,http://journal.umy.ac.id/index.php/ai/index
243,/journals/detail/?id=1093,Jurnal Teknologi Informasi dan Ilmu Komputer ,S2,http://journal.umy.ac.id/index.php/ai/index
244,/journals/detail/?id=1669,English Review: Journal of English Education,S2,https://journal.uniku.ac.id/index.php/ERJEE/index
245,/journals/detail/?id=4396,Ijaz Arabi : Journal of Arabic Learning,S2,http://ejournal.uin-malang.ac.id/index.php/ijazarabi/index
246,/journals/detail/?id=1790,Jurnal The Messenger,S2,http://journals.usm.ac.id/index.php/the-messenger/index
247,/journals/detail/?id=1146,Journal of Nonformal Education,S2,https://journal.unnes.ac.id/nju/index.php/jne/index
248,/journals/detail/?id=1806,JPPPF (Jurnal Penelitian dan Pengembangan Pendidikan Fisika),S2,http://journal.unj.ac.id/unj/index.php/jpppf
249,/journals/detail/?id=1810,Jurnal Pendidikan Ekonomi & Bisnis (Edisi Elektronik),S2,http://journal.unj.ac.id/unj/index.php/jpeb/index
250,/journals/detail/?id=1049,Lingua Cultura ,S2,https://journal.binus.ac.id/index.php/lingua/index
251,/journals/detail/?id=1078,IJEIS (Indonesian Journal of Electronics and Instrumentation Systems),S2,https://jurnal.ugm.ac.id/ijeis
252,/journals/detail/?id=4347,Eralingua : Jurnal Pendidikan Bahasa Asing dan Sastra,S2,https://ojs.unm.ac.id/eralingua/index
253,/journals/detail/?id=749,Jurnal Keuangan dan Perbankan,S2,http://jurnal.unmer.ac.id/index.php/jkdp
254,/journals/detail/?id=1246,Al-Jabar: Jurnal Pendidikan Matematika,S2,http://ejournal.radenintan.ac.id/index.php/al-jabar/index
255,/journals/detail/?id=3516,Jurnal Penelitian dan Pembelajaran IPA,S2,http://jurnal.untirta.ac.id/index.php/JPPI/index
256,/journals/detail/?id=889,k@ta,S2,http://kata.petra.ac.id
257,/journals/detail/?id=169,KONSELOR,S2,http://ejournal.unp.ac.id/index.php/konselor/
258,/journals/detail/?id=981,Jurnal Vektor Penyakit ,S2,http://ejournal.litbang.depkes.go.id/index.php/vektorp
259,/journals/detail/?id=802,Mix : Jurnal Ilmiah Manajemen,S2,http://publikasi.mercubuana.ac.id/index.php/Jurnal_Mix
260,/journals/detail/?id=4394,Communicatus: Jurnal Ilmu komunikasi,S2,http://journal.uinsgd.ac.id/index.php/cjik/
261,/journals/detail/?id=3644,Jurnal Legislasi Indonesia,S2,http://e-jurnal.peraturan.go.id/index.php/jli/index
262,/journals/detail/?id=803,Jurnal Akuntansi,S2,http://ecojoin.org/index.php/EJA
263,/journals/detail/?id=545,Jurnal Teknik Elektro,S2,https://journal.unnes.ac.id/nju/index.php/jte/index
264,/journals/detail/?id=1270,Journal of Educational Science and Technology,S2,http://ojs.unm.ac.id/index.php/JEST/index
265,/journals/detail/?id=5258,Nyimak : Journal of Communication,S2,http://jurnal.umt.ac.id/index.php/nyimak
266,/journals/detail/?id=1033,JURNAL PSIKOLOGI,S2,https://ejournal.undip.ac.id/index.php/psikologi/index
267,/journals/detail/?id=316,Jurnal Kajian Bimbingan dan Konseling,S2,http://journal2.um.ac.id/index.php/jkbk
268,/journals/detail/?id=824,Jurnal Bisnis dan Manajemen,S2,http://journal.feb.unpad.ac.id/index.php/jbm
269,/journals/detail/?id=2845,Patanjala : Jurnal Penelitian Sejarah dan Budaya,S2,http://ejurnalpatanjala.kemdikbud.go.id/patanjala/index.php/patanjala
270,/journals/detail/?id=954,Sari Pediatri,S2,https://saripediatri.org/index.php/sari-pediatri/index
271,/journals/detail/?id=213,Al Ibtida: Jurnal Pendidikan Guru MI,S2,http://www.syekhnurjati.ac.id/jurnal/index.php/ibtida
272,/journals/detail/?id=835,Jurnal Psikologi,S2,http://jurnal.ugm.ac.id/jpsi
273,/journals/detail/?id=3872,INTERMESTIC: Journal of International Studies,S2,http://intermesticjournal.fisip.unpad.ac.id/index.php/intermestic
274,/journals/detail/?id=709,Civil Engineering Dimension,S2,http://intermesticjournal.fisip.unpad.ac.id/index.php/intermestic
275,/journals/detail/?id=3892,DUNAMIS: Jurnal Teologi dan Pendidikan Kristiani,S2,http://www.sttintheos.ac.id/e-journal/index.php/dunamis
276,/journals/detail/?id=3077,"LIMNOTEK, Perairan Darat Tropis di Indonesia",S2,http://limnotek.or.id/index.php/limnotek
277,/journals/detail/?id=763,Jurnal Iktiologi Indonesia,S2,http://jurnal-iktiologi.org/index.php/jii
278,/journals/detail/?id=6734,Indonesian Journal on Learning and Advanced Education (IJOLAE),S2,http://jurnal-iktiologi.org/index.php/jii
279,/journals/detail/?id=4374,Journal of Aquaculture and Fish Health,S2,https://e-journal.unair.ac.id/JAFH
280,/journals/detail/?id=822,JEJAK : Jurnal Ekonomi dan Kebijakan,S2,http://journal.unnes.ac.id/nju/index.php/jejak
281,/journals/detail/?id=56,Journal on English as a Foreign Language (JEFL),S2,"<a class=""hvr-grow"" data-uk-tooltip="""" href=""http://risbang.ristekdikti.go.id/"" target=""_blank"" title=""Data Riset dan Pengembangan Ristekdikti"">Risbang</a>"
282,/journals/detail/?id=1206,Psikis: Jurnal Psikologi Islami,S2,"<a class=""hvr-grow"" data-uk-tooltip="""" href=""http://risbang.ristekdikti.go.id/"" target=""_blank"" title=""Data Riset dan Pengembangan Ristekdikti"">Risbang</a>"
283,/journals/detail/?id=1255,Bawal : Widya Riset Perikanan Tangkap,S2,http://ejournal-balitbang.kkp.go.id/index.php/bawal/index
284,/journals/detail/?id=6126,Journal of Islamic Monetary Economics and Finance,S2,http://www.jimf-bi.org/index.php/JIMF
285,/journals/detail/?id=389,Muqtasid : Jurnal Ekonomi dan Perbankan Syariah,S2,http://muqtasid.iainsalatiga.ac.id/index.php/muqtasid
286,/journals/detail/?id=3386,Wartazoa : Buletin Ilmu Peternakan dan Kesehatan Hewan Indonesia,S2,http://medpub.litbang.pertanian.go.id/index.php/wartazoa
287,/journals/detail/?id=201,Jurnal Natural,S2,http://www.jurnal.unsyiah.ac.id/natural/issue/archive
288,/journals/detail/?id=3499,Jurnal Pendidikan Jasmani dan Olahraga,S2,http://ejournal.upi.edu/index.php/penjas/index
289,/journals/detail/?id=1798,SOSIOHUMANIORA: Jurnal Ilmu-ilmu Sosial dan Humaniora,S2,http://jurnal.unpad.ac.id/sosiohumaniora/index
290,/journals/detail/?id=2109,Jurnal Manajemen Indonesia (JMI),S2,http://jurnal.unpad.ac.id/sosiohumaniora/index
291,/journals/detail/?id=3602,Caraka Tani: Journal of Sustainable Agriculture,S2,"<a class=""hvr-grow"" data-uk-tooltip="""" href=""http://risbang.ristekdikti.go.id/"" target=""_blank"" title=""Data Riset dan Pengembangan Ristekdikti"">Risbang</a>"
292,/journals/detail/?id=1242,Agro Ekonomi,S2,https://jurnal.ugm.ac.id/jae/index
293,/journals/detail/?id=4382,Indonesian Journal of Urban and Environmental Technology,S2,https://www.trijurnal.lemlit.trisakti.ac.id/urbanenvirotech
294,/journals/detail/?id=853,Jurnal Pendidikan Vokasi,S2,http://journal.uny.ac.id/index.php/jpv
295,/journals/detail/?id=857,Episteme : Jurnal Pengembangan Ilmu Keislaman,S2,http://ejournal.iain-tulungagung.ac.id/index.php/epis
296,/journals/detail/?id=2014,Jurnal Teknologi Lingkungan,S2,http://ejurnal.bppt.go.id/index.php/JTL/issue/archive
297,/journals/detail/?id=3485,Jurnal Penyakit Dalam Indonesia,S2,http://jurnalpenyakitdalam.ui.ac.id/index.php/jpdi
298,/journals/detail/?id=787,Jurnal Pengolahan Hasil Perikanan Indonesia,S2,http://journal.ipb.ac.id/index.php/jphpi
299,/journals/detail/?id=6490,Substantive Justice International Journal of Law,S2,http://www.substantivejustice.id/index.php/sucila
300,/journals/detail/?id=1015,Arabiyat: Jurnal Pendidikan Bahasa Arab dan Kebahasaaraban,S2,http://journal.uinjkt.ac.id/index.php/arabiyat
301,/journals/detail/?id=2187,Jurnal Gizi Indonesia (The Indonesian Journal of Nutrition),S2,https://ejournal.undip.ac.id/index.php/jgi/index
302,/journals/detail/?id=1919,Psympathic : Jurnal Ilmiah Psikologi,S2,http://journal.uinsgd.ac.id/index.php/psy
303,/journals/detail/?id=519,Jurnal Ilmiah Rekayasa Pertanian dan Biosistem,S2,http://jrpb.unram.ac.id/index.php/jrpb
304,/journals/detail/?id=2785,Jurnal Kefarmasian Indonesia,S2,http://ejournal.litbang.depkes.go.id/index.php/jki
305,/journals/detail/?id=2074,Jurnal Penelitian Fisika dan Aplikasinya (JPFA),S2,http://ejournal.litbang.depkes.go.id/index.php/jki
306,/journals/detail/?id=3501,Jurnal Pendidikan Fisika Indonesia,S2,https://journal.unnes.ac.id/nju/index.php/JPFI
307,/journals/detail/?id=967,Binus Business Review,S2,https://journal.binus.ac.id/index.php/BBR/index
308,/journals/detail/?id=2915,Jurnal Penelitian Tanaman Industri,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jptip
309,/journals/detail/?id=2969,Sosio Informa,S2,https://ejournal.kemsos.go.id/index.php?journal=Sosioinforma
310,/journals/detail/?id=3436,Jurnal Penelitian Kelapa Sawit,S2,https://ejournal.kemsos.go.id/index.php?journal=Sosioinforma
311,/journals/detail/?id=3433,Jurnal Irigasi,S2,"<a class=""hvr-grow"" data-uk-tooltip="""" href=""http://risbang.ristekdikti.go.id/"" target=""_blank"" title=""Data Riset dan Pengembangan Ristekdikti"">Risbang</a>"
312,/journals/detail/?id=858,Jurnal Ilmu Kehutanan,S2,https://jurnal.ugm.ac.id/jikfkt
313,/journals/detail/?id=1174,Jurnal Komunikasi Ikatan Sarjana Komunikasi Indonesia,S2,http://jurnal-iski.or.id/index.php/jkiski/index
314,/journals/detail/?id=842,JAM : Jurnal Aplikasi Manajemen,S2,http://jurnaljam.ub.ac.id/index.php/jam/index
315,/journals/detail/?id=4071,JILS (Journal of Indonesian Legal Studies),S2,https://journal.unnes.ac.id/sju/index.php/jils/index
316,/journals/detail/?id=2051,Jurnal Prima Edukasia,S2,https://journal.unnes.ac.id/sju/index.php/jils/index
317,/journals/detail/?id=1777,Al-Kauniyah: Jurnal Biologi,S2,http://journal.uinjkt.ac.id/index.php/kauniyah/
318,/journals/detail/?id=3885,POLITIKA: Jurnal Ilmu Politik,S2,https://ejournal.undip.ac.id/index.php/politika/index
319,/journals/detail/?id=96,COUNS-EDU: The International Journal of Counseling and Education,S2,http://journal.konselor.or.id/index.php/counsedu
320,/journals/detail/?id=2002,JWP (Jurnal Wacana Politik),S2,http://jurnal.unpad.ac.id/wacanapolitik/index
321,/journals/detail/?id=1138,International Journal of Artificial Intelligence Research,S2,http://ijair.id/index.php/ijair/index
322,/journals/detail/?id=2141,JURNAL KAJIAN AKUNTANSI,S2,http://jurnal.unswagati.ac.id/index.php/jka
323,/journals/detail/?id=970,Etikonomi,S2,http://journal.uinjkt.ac.id/index.php/etikonomi
324,/journals/detail/?id=943,Agritech,S2,https://jurnal.ugm.ac.id/agritech/
325,/journals/detail/?id=841,Signifikan : Jurnal Ilmu Ekonomi,S2,http://journal.uinjkt.ac.id/index.php/signifikan
326,/journals/detail/?id=4383,Islamic Guidance and Counseling Journal,S2,https://journal.iaimnumetrolampung.ac.id/index.php/igcj
327,/journals/detail/?id=6366,Journal of Socioeconomics and Development,S2,http://publishing-widyagama.ac.id/ejournal-v2/index.php/jsed/index
328,/journals/detail/?id=2710,Majalah Ilmiah Globe,S2,http://publishing-widyagama.ac.id/ejournal-v2/index.php/jsed/index
329,/journals/detail/?id=5144,Kertha Patrika,S2,http://publishing-widyagama.ac.id/ejournal-v2/index.php/jsed/index
330,/journals/detail/?id=3991,Ikonomika : Jurnal Ekonomi dan Bisnis Islam,S2,http://publishing-widyagama.ac.id/ejournal-v2/index.php/jsed/index
331,/journals/detail/?id=2550,SCIENTIFIC DENTAL JOURNAL,S2,http://www.scidentj.com/
332,/journals/detail/?id=212,Jurnal SPORTIF,S2,http://ojs.unpkediri.ac.id/index.php/pjk
333,/journals/detail/?id=392,Aksara,S2,http://aksara.kemdikbud.go.id/jurnal/index.php/aksara/index
334,/journals/detail/?id=497,Medisains : Jurnal Ilmiah Ilmu - Ilmu Kesehatan,S2,http://jurnalnasional.ump.ac.id/index.php/medisains
335,/journals/detail/?id=114,JEES (Journal of English Educators Society),S2,http://ojs.umsida.ac.id/index.php/jees
336,/journals/detail/?id=6028,Journal of Government and Civil Society,S2,http://jurnal.umt.ac.id/index.php/jgs
337,/journals/detail/?id=79,Shirkah Journal of Economics and Business,S2,http://shirkah.or.id/new-ojs/index.php/home
338,/journals/detail/?id=3666,Jurnal Kelautan Tropis,S2,https://ejournal2.undip.ac.id/index.php/jkt/index
339,/journals/detail/?id=3793,The Asian Journal of Technology Management : AJTM,S2,http://journal.sbm.itb.ac.id/index.php/asian
340,/journals/detail/?id=885,Mozaik Humaniora,S2,http://journal.sbm.itb.ac.id/index.php/asian
341,/journals/detail/?id=782,Media Kesehatan Masyarakat Indonesia,S2,http://journal.unhas.ac.id/index.php/mkmi
342,/journals/detail/?id=1153,JUITA : Jurnal Informatika,S2,http://jurnalnasional.ump.ac.id/index.php/JUITA/index
343,/journals/detail/?id=3778,Informasi,S2,https://journal.uny.ac.id/index.php/informasi
344,/journals/detail/?id=1159,Jurnal Antropologi: Isu-Isu Sosial Budaya,S2,http://jurnalantropologi.fisip.unand.ac.id/index.php/jantro/index
345,/journals/detail/?id=1197,"Kinetik : Game Technology, Information System, Computer Network, Computing, Electronics, and Control ",S2,http://kinetik.umm.ac.id/index.php/kinetik/index
346,/journals/detail/?id=1473,"EduLite: Journal of English Education, Literature and Culture",S2,http://jurnal.unissula.ac.id/index.php/edulite/index
347,/journals/detail/?id=4647,IRJE (Indonesian Research Journal in Education),S2,https://online-journal.unja.ac.id/irje/index
348,/journals/detail/?id=831,JNTETI (Jurnal Nasional Teknik Elektro dan Teknologi Informasi),S2,http://ejnteti.jteti.ugm.ac.id/index.php/JNTETI/
349,/journals/detail/?id=3648,Jurnal Pendidikan Agama Islam (Journal of Islamic Education Studies),S2,http://jurnalpai.uinsby.ac.id/index.php/jurnalpai
350,/journals/detail/?id=956,Masalah-Masalah Hukum,S2,http://ejournal.undip.ac.id/index.php/mmh
351,/journals/detail/?id=1001,Jurnal Keperawatan Indonesia,S2,http://jki.ui.ac.id/index.php/jki
352,/journals/detail/?id=6662,Knowledge Engineering and Data Science,S2,http://journal2.um.ac.id/index.php/keds
353,/journals/detail/?id=3790,Journal of Language and Literature,S2,http://e-journal.usd.ac.id/index.php/JOLL
354,/journals/detail/?id=764,Al-'Adalah,S2,http://ejournal.radenintan.ac.id/index.php/adalah
355,/journals/detail/?id=1678,Fikrah: Jurnal Ilmu Aqidah dan Studi Keagamaan,S2,http://journal.stainkudus.ac.id/index.php/fikrah
356,/journals/detail/?id=5671,Ulul Albab: Jurnal Studi dan Penelitian Hukum Islam,S2,http://jurnal.unissula.ac.id/index.php/ua
357,/journals/detail/?id=4007,Arabiyatuna : Jurnal Bahasa Arab,S2,http://journal.staincurup.ac.id/index.php/arabiyatuna
358,/journals/detail/?id=151,Journal of Information Systems Engineering and Business Intelligence,S2,http://e-journal.unair.ac.id/index.php/JISEBI/issue/archive
359,/journals/detail/?id=897,JKAP (Jurnal Kebijakan dan Administrasi Publik),S2,https://journal.ugm.ac.id/jkap
360,/journals/detail/?id=3947,ARTEKS : Jurnal Teknik Arsitektur,S2,https://journal.unwira.ac.id/index.php/ARTEKS
361,/journals/detail/?id=959,Jurnal Hukum IUS QUIA IUSTUM,S2,http://journal.uii.ac.id/index.php/IUSTUM
362,/journals/detail/?id=4026,Jurnal Biometrika dan Kependudukan,S2,https://e-journal.unair.ac.id/JBK
363,/journals/detail/?id=1074,JSINBIS (Jurnal Sistem Informasi Bisnis),S2,https://ejournal.undip.ac.id/index.php/jsinbis
364,/journals/detail/?id=1034,Berkala Ilmu Perpustakaan dan Informasi ,S2,https://ejournal.undip.ac.id/index.php/jsinbis
365,/journals/detail/?id=1382,Jurnal Tadris Kimiya,S2,http://journal.uinsgd.ac.id/index.php/tadris-kimiya/index
366,/journals/detail/?id=910,ALCHEMY Jurnal Penelitian Kimia,S2,https://jurnal.uns.ac.id/alchemy
367,/journals/detail/?id=3218,Pelita Perkebunan,S2,http://www.ccrjournal.com/index.php/ccrj
368,/journals/detail/?id=942,Buletin Pos dan Telekomunikasi,S2,https://online.bpostel.com/index.php/bpostel
369,/journals/detail/?id=2127,AcTion: Aceh Nutrition Journal,S2,http://ejournal.poltekkesaceh.ac.id/index.php/an
370,/journals/detail/?id=2951,Jurnal Perempuan,S2,http://www.indonesianfeministjournal.org
371,/journals/detail/?id=6736,Jambura Law Review,S2,http://ejurnal.ung.ac.id/index.php/jalrev
372,/journals/detail/?id=870,Ahkam: Jurnal Ilmu Syariah,S2,http://journal.uinjkt.ac.id/index.php/ahkam
373,/journals/detail/?id=2286,CAUCHY: Jurnal Matematika Murni dan Aplikasi,S2,http://ejournal.uin-malang.ac.id/index.php/Math
374,/journals/detail/?id=4001,Jurnal Studi Pemuda,S2,https://jurnal.ugm.ac.id/jurnalpemuda
375,/journals/detail/?id=844,Omni-Akuatika,S2,http://www.ojs.omniakuatika.net/index.php/joa
376,/journals/detail/?id=22,Jurnal Kesehatan Reproduksi,S2,http://ejournal.litbang.depkes.go.id/index.php/kespro/issue/archive
377,/journals/detail/?id=871,Jurnal Teknologi Pendidikan,S2,http://journal.unj.ac.id/unj/index.php/jtp
378,/journals/detail/?id=877,Jurnal Ilmu Komunikasi,S2,http://journal.unj.ac.id/unj/index.php/jtp
